ref_komodo_stable_id,komodo_stable_id,chicken_grcg6a_stable_id,crocodile_stable_id,turtle_painted_stable_id
ENSVKKG00000015567,ENSVKKG00000015567,ENSGALG00000054469,,
ENSVKKG00000014674,,,,ENSCPBG00000018920
ENSVKKG00000000315,,ENSGALG00000009456,,
ENSVKKG00000004543,,ENSGALG00000027822,,
ENSVKKG00000004155,ENSVKKG00000004155,,,
ENSVKKG00000015541,,,,ENSCPBG00000026083
ENSVKKG00000017505,,,,ENSCPBG00000007809
ENSVKKG00000008717,,ENSGALG00000016810,,
ENSVKKG00000008182,,ENSGALG00000008734,,
ENSVKKG00000013807,ENSVKKG00000013807,ENSGALG00000023821,ENSCPRG00005005375,
ENSVKKG00000009676,,ENSGALG00000007205,,
ENSVKKG00000010944,,ENSGALG00000015675,,ENSCPBG00000028341
ENSVKKG00000011044,,ENSGALG00000039212,,
ENSVKKG00000000287,ENSVKKG00000000287,,,
ENSVKKG00000000118,,ENSGALG00000034348,,
ENSVKKG00000000492,,ENSGALG00000030585,,
ENSVKKG00000011433,,ENSGALG00000007793,,
ENSVKKG00000015948,,ENSGALG00000010610,,ENSCPBG00000008527
ENSVKKG00000004142,,ENSGALG00000008500,,
ENSVKKG00000017837,,ENSGALG00000007346,,
ENSVKKG00000011390,ENSVKKG00000011390,,,
ENSVKKG00000017323,,ENSGALG00000013952,,
ENSVKKG00000009904,,ENSGALG00000002162,,
ENSVKKG00000013545,ENSVKKG00000013545,ENSGALG00000002437,,ENSCPBG00000012269
ENSVKKG00000003485,ENSVKKG00000003485,,,
ENSVKKG00000007012,,,,ENSCPBG00000007369
ENSVKKG00000005257,,ENSGALG00000014991,,
ENSVKKG00000008388,ENSVKKG00000008388,,,
ENSVKKG00000018285,,ENSGALG00000026359,,
ENSVKKG00000012953,ENSVKKG00000012953,ENSGALG00000011046,,
ENSVKKG00000003865,ENSVKKG00000003865,ENSGALG00000046727,,
ENSVKKG00000003382,,ENSGALG00000007557,,
ENSVKKG00000017193,,ENSGALG00000042929,,
ENSVKKG00000005988,,,ENSCPRG00005005828,
ENSVKKG00000015229,ENSVKKG00000015229,,,
ENSVKKG00000005551,,ENSGALG00000039734,,
ENSVKKG00000011517,,ENSGALG00000005158,,
ENSVKKG00000010543,,ENSGALG00000015663,,
ENSVKKG00000004770,ENSVKKG00000004770,ENSGALG00000005616,,ENSCPBG00000010077
ENSVKKG00000018102,,ENSGALG00000010836,,
ENSVKKG00000010090,,,ENSCPRG00005006009,
ENSVKKG00000016518,,ENSGALG00000040367,,
ENSVKKG00000004521,ENSVKKG00000004521,,,
ENSVKKG00000013913,ENSVKKG00000013913,,,
ENSVKKG00000018101,ENSVKKG00000018101,,,
ENSVKKG00000016270,ENSVKKG00000016270,,,
ENSVKKG00000010089,,ENSGALG00000008058,,
ENSVKKG00000013910,,"{'ENSGALG00000046487', 'ENSGALG00000046210'}",,
ENSVKKG00000012464,,"{'ENSGALG00000049483', 'ENSGALG00000050359', 'ENSGALG00000048919', 'ENSGALG00000053628', 'ENSGALG00000042956', 'ENSGALG00000036395', 'ENSGALG00000048288'}",,
ENSVKKG00000015453,,ENSGALG00000024083,,
ENSVKKG00000010070,,ENSGALG00000012338,,
ENSVKKG00000017513,,,ENSCPRG00005016363,
ENSVKKG00000014600,,ENSGALG00000010835,,
ENSVKKG00000012767,,,,ENSCPBG00000011450
ENSVKKG00000001260,,"{'ENSGALG00000023122', 'ENSGALG00000023120'}",,
ENSVKKG00000014635,,ENSGALG00000007028,,ENSCPBG00000014473
ENSVKKG00000014698,,ENSGALG00000000535,,
ENSVKKG00000016517,,ENSGALG00000040561,,
ENSVKKG00000017454,,ENSGALG00000011182,,
ENSVKKG00000003202,ENSVKKG00000003202,ENSGALG00000005609,,
ENSVKKG00000002256,,ENSGALG00000053106,,
ENSVKKG00000000173,,ENSGALG00000008168,,
ENSVKKG00000011035,,"{'ENSGALG00000033254', 'ENSGALG00000049684'}",,
ENSVKKG00000018423,,ENSGALG00000003553,,
ENSVKKG00000013788,,ENSGALG00000003510,,
ENSVKKG00000001568,,ENSGALG00000014952,,
ENSVKKG00000001665,,ENSGALG00000014903,,
ENSVKKG00000005244,,ENSGALG00000004436,,
ENSVKKG00000016575,,ENSGALG00000053788,,ENSCPBG00000006410
ENSVKKG00000008508,,,,ENSCPBG00000010772
ENSVKKG00000009857,,ENSGALG00000042599,,
ENSVKKG00000007242,,ENSGALG00000008234,,
ENSVKKG00000006089,,ENSGALG00000036728,,
ENSVKKG00000001300,ENSVKKG00000001300,,,
ENSVKKG00000009433,,ENSGALG00000015779,,ENSCPBG00000019921
ENSVKKG00000010934,,ENSGALG00000015693,,
ENSVKKG00000008908,,ENSGALG00000007314,,
ENSVKKG00000003850,,ENSGALG00000002397,,
ENSVKKG00000004218,,ENSGALG00000010174,,
ENSVKKG00000005643,,ENSGALG00000009302,,
ENSVKKG00000005966,,ENSGALG00000026884,,"{'ENSCPBG00000016795', 'ENSCPBG00000015271', 'ENSCPBG00000015267'}"
ENSVKKG00000010696,,,,"{'ENSCPBG00000001411', 'ENSCPBG00000026026'}"
ENSVKKG00000003234,ENSVKKG00000003234,,,
ENSVKKG00000009457,,ENSGALG00000012809,,ENSCPBG00000009023
ENSVKKG00000003369,,ENSGALG00000027983,,
ENSVKKG00000012492,,"{'ENSGALG00000010030', 'ENSGALG00000050210'}",,
ENSVKKG00000003078,,ENSGALG00000009977,,
ENSVKKG00000003640,,ENSGALG00000029211,ENSCPRG00005006637,
ENSVKKG00000009913,,,ENSCPRG00005015199,
ENSVKKG00000008847,,ENSGALG00000002048,,
ENSVKKG00000002866,ENSVKKG00000002866,,,
ENSVKKG00000009423,ENSVKKG00000009423,ENSGALG00000015775,,
ENSVKKG00000008813,,ENSGALG00000012592,,
ENSVKKG00000018277,ENSVKKG00000018277,,,
ENSVKKG00000017334,,ENSGALG00000013503,,
ENSVKKG00000010468,,ENSGALG00000015813,,
ENSVKKG00000006745,ENSVKKG00000006745,,,ENSCPBG00000020464
ENSVKKG00000018513,,ENSGALG00000008818,,
ENSVKKG00000007368,ENSVKKG00000007368,,,
ENSVKKG00000007911,,ENSGALG00000006655,,ENSCPBG00000007430
ENSVKKG00000009139,,ENSGALG00000016062,,
ENSVKKG00000002074,,,,ENSCPBG00000014847
ENSVKKG00000013851,ENSVKKG00000013851,ENSGALG00000003674,,
ENSVKKG00000015409,,ENSGALG00000033663,,
ENSVKKG00000001549,,ENSGALG00000014956,,
ENSVKKG00000014875,,ENSGALG00000005947,,
ENSVKKG00000018008,,,,ENSCPBG00000022143
ENSVKKG00000001601,,,,ENSCPBG00000019166
ENSVKKG00000017653,,ENSGALG00000013640,,
ENSVKKG00000008961,,ENSGALG00000038957,,
ENSVKKG00000003228,,,ENSCPRG00005004937,
ENSVKKG00000000431,,ENSGALG00000026215,,
ENSVKKG00000008292,,ENSGALG00000024047,,
ENSVKKG00000017242,ENSVKKG00000017242,,ENSCPRG00005004498,
ENSVKKG00000005860,,ENSGALG00000010705,,
ENSVKKG00000007171,,,,ENSCPBG00000005987
ENSVKKG00000015670,,ENSGALG00000021569,,
ENSVKKG00000001646,ENSVKKG00000001646,ENSGALG00000006040,,
ENSVKKG00000003492,ENSVKKG00000003492,ENSGALG00000008014,,
ENSVKKG00000005759,ENSVKKG00000005759,ENSGALG00000015306,,
ENSVKKG00000015037,,ENSGALG00000009134,,
ENSVKKG00000000993,ENSVKKG00000000993,,,
ENSVKKG00000018165,,ENSGALG00000010700,,
ENSVKKG00000006430,ENSVKKG00000006430,ENSGALG00000001583,,ENSCPBG00000012077
ENSVKKG00000013899,ENSVKKG00000013899,,,
ENSVKKG00000016803,,ENSGALG00000020005,,
ENSVKKG00000003218,ENSVKKG00000003218,,,
ENSVKKG00000008340,,ENSGALG00000002543,,
ENSVKKG00000007727,,"{'ENSGALG00000049347', 'ENSGALG00000014064'}",,
ENSVKKG00000017808,,ENSGALG00000030157,,ENSCPBG00000019501
ENSVKKG00000018391,,ENSGALG00000013655,,
ENSVKKG00000014515,ENSVKKG00000014515,,,
ENSVKKG00000009112,ENSVKKG00000009112,,,ENSCPBG00000001956
ENSVKKG00000004858,,ENSGALG00000013878,,
ENSVKKG00000003400,ENSVKKG00000003400,ENSGALG00000005065,,
ENSVKKG00000007756,,ENSGALG00000002523,,
ENSVKKG00000007378,,ENSGALG00000037989,,
ENSVKKG00000010459,,ENSGALG00000016735,,
ENSVKKG00000015605,,ENSGALG00000001550,,
ENSVKKG00000011411,,"{'ENSGALG00000039701', 'ENSGALG00000000141', 'ENSGALG00000034319', 'ENSGALG00000044502', 'ENSGALG00000053266', 'ENSGALG00000030940'}",,
ENSVKKG00000018584,,ENSGALG00000012988,,
ENSVKKG00000011102,,ENSGALG00000040298,,
ENSVKKG00000012439,,ENSGALG00000016921,,
ENSVKKG00000004021,,,ENSCPRG00005017591,
ENSVKKG00000000622,,ENSGALG00000012123,,
ENSVKKG00000008630,,ENSGALG00000014624,,
ENSVKKG00000011989,,ENSGALG00000010237,,
ENSVKKG00000011937,,ENSGALG00000006794,,
ENSVKKG00000001602,,ENSGALG00000014944,,
ENSVKKG00000011337,,ENSGALG00000003624,,
ENSVKKG00000010610,,ENSGALG00000012704,,
ENSVKKG00000006290,,ENSGALG00000007319,,
ENSVKKG00000008545,,ENSGALG00000042067,,ENSCPBG00000024626
ENSVKKG00000009556,,ENSGALG00000030185,,
ENSVKKG00000013847,,ENSGALG00000007076,,
ENSVKKG00000013996,,ENSGALG00000011704,,
ENSVKKG00000007793,,ENSGALG00000038704,,
ENSVKKG00000006541,,,,ENSCPBG00000011890
ENSVKKG00000005189,,ENSGALG00000014756,,
ENSVKKG00000001879,,ENSGALG00000028960,,
ENSVKKG00000018245,,ENSGALG00000009841,,
ENSVKKG00000009136,ENSVKKG00000009136,ENSGALG00000006427,,
ENSVKKG00000013131,,ENSGALG00000003103,,
ENSVKKG00000017597,ENSVKKG00000017597,ENSGALG00000013785,,
ENSVKKG00000016386,,ENSGALG00000009482,,
ENSVKKG00000014340,,ENSGALG00000038528,,
ENSVKKG00000017425,,ENSGALG00000032746,,
ENSVKKG00000001772,,"{'ENSGALG00000012394', 'ENSGALG00000053371'}",,
ENSVKKG00000001429,ENSVKKG00000001429,ENSGALG00000014867,,
ENSVKKG00000002889,,,,ENSCPBG00000021550
ENSVKKG00000018579,,ENSGALG00000039171,,
ENSVKKG00000017886,,ENSGALG00000020322,,
ENSVKKG00000014136,,ENSGALG00000030024,,
ENSVKKG00000006602,ENSVKKG00000006602,,,
ENSVKKG00000012589,,ENSGALG00000036142,,
ENSVKKG00000017398,,ENSGALG00000013893,,
ENSVKKG00000001047,,ENSGALG00000001334,,
ENSVKKG00000003651,,ENSGALG00000039448,,
ENSVKKG00000012407,,,,ENSCPBG00000024758
ENSVKKG00000010224,,ENSGALG00000014236,,
ENSVKKG00000001794,ENSVKKG00000001794,,,
ENSVKKG00000003007,ENSVKKG00000003007,ENSGALG00000009865,,
ENSVKKG00000013619,,ENSGALG00000003922,,
ENSVKKG00000003389,,ENSGALG00000021143,,
ENSVKKG00000016630,,ENSGALG00000051567,,
ENSVKKG00000015655,,ENSGALG00000009082,,
ENSVKKG00000004130,,ENSGALG00000011642,,
ENSVKKG00000017756,,ENSGALG00000006516,,
ENSVKKG00000001876,,ENSGALG00000015372,,
ENSVKKG00000016059,,ENSGALG00000041025,,
ENSVKKG00000007482,,ENSGALG00000032363,,
ENSVKKG00000004386,,ENSGALG00000054002,,
ENSVKKG00000002716,,ENSGALG00000013511,,
ENSVKKG00000017954,,ENSGALG00000041236,,
ENSVKKG00000014020,,ENSGALG00000041266,,
ENSVKKG00000006129,ENSVKKG00000006129,,,
ENSVKKG00000002612,,ENSGALG00000042838,,
ENSVKKG00000007995,,ENSGALG00000026491,,
ENSVKKG00000011266,,,,ENSCPBG00000001801
ENSVKKG00000018271,,ENSGALG00000035994,,
ENSVKKG00000005059,ENSVKKG00000005059,,,
ENSVKKG00000000004,,ENSGALG00000009837,,
ENSVKKG00000016449,,ENSGALG00000010593,,
ENSVKKG00000016094,,ENSGALG00000031238,,
ENSVKKG00000016610,,ENSGALG00000051954,,
ENSVKKG00000013903,,ENSGALG00000007555,,
ENSVKKG00000012385,ENSVKKG00000012385,,,
ENSVKKG00000007600,ENSVKKG00000007600,,,
ENSVKKG00000001980,,ENSGALG00000001470,,
ENSVKKG00000013128,,ENSGALG00000002908,,
ENSVKKG00000003674,,ENSGALG00000029408,,
ENSVKKG00000010085,,ENSGALG00000010582,,
ENSVKKG00000008540,,ENSGALG00000010554,,
ENSVKKG00000005095,,ENSGALG00000023689,,
ENSVKKG00000011554,ENSVKKG00000011554,,,
ENSVKKG00000000002,,ENSGALG00000009848,,
ENSVKKG00000016955,,ENSGALG00000004804,,
ENSVKKG00000018690,,,,ENSCPBG00000012668
ENSVKKG00000010358,,ENSGALG00000038187,,
ENSVKKG00000013275,,ENSGALG00000030569,,
ENSVKKG00000007071,ENSVKKG00000007071,,,
ENSVKKG00000013457,,ENSGALG00000011531,,
ENSVKKG00000009688,,ENSGALG00000010885,,
ENSVKKG00000007455,,,ENSCPRG00005000285,
ENSVKKG00000007717,,ENSGALG00000013583,,
ENSVKKG00000011376,,ENSGALG00000002764,,
ENSVKKG00000017066,ENSVKKG00000017066,,,
ENSVKKG00000017601,ENSVKKG00000017601,,,
ENSVKKG00000008078,,ENSGALG00000031707,,
ENSVKKG00000009085,,ENSGALG00000013822,,
ENSVKKG00000007695,,ENSGALG00000013073,,
ENSVKKG00000000589,,ENSGALG00000007956,,
ENSVKKG00000011662,,"{'ENSGALG00000039701', 'ENSGALG00000000141', 'ENSGALG00000034319', 'ENSGALG00000044502', 'ENSGALG00000053266', 'ENSGALG00000030940'}",,
ENSVKKG00000015071,,ENSGALG00000006944,,
ENSVKKG00000006799,,,,ENSCPBG00000020480
ENSVKKG00000002710,,ENSGALG00000030419,,
ENSVKKG00000003804,,ENSGALG00000040724,,
ENSVKKG00000001440,,ENSGALG00000001618,,
ENSVKKG00000010310,,ENSGALG00000002707,,
ENSVKKG00000012699,,ENSGALG00000011153,,
ENSVKKG00000009739,,ENSGALG00000039615,,
ENSVKKG00000006810,,ENSGALG00000012681,,
ENSVKKG00000003504,,ENSGALG00000004758,,
ENSVKKG00000009617,,ENSGALG00000003369,,
ENSVKKG00000003658,,ENSGALG00000027835,,
ENSVKKG00000003466,,ENSGALG00000047289,,
ENSVKKG00000002066,,ENSGALG00000014425,,
ENSVKKG00000018081,,"{'ENSGALG00000050893', 'ENSGALG00000037077'}",,
ENSVKKG00000015443,,ENSGALG00000027462,,
ENSVKKG00000014697,,ENSGALG00000036214,,
ENSVKKG00000003127,ENSVKKG00000003127,"{'ENSGALG00000012072', 'ENSGALG00000026422'}",,
ENSVKKG00000018761,,ENSGALG00000035903,,ENSCPBG00000023089
ENSVKKG00000013104,,ENSGALG00000029502,,
ENSVKKG00000007326,ENSVKKG00000007326,,,
ENSVKKG00000012296,,ENSGALG00000016844,,
ENSVKKG00000018497,,"{'ENSGALG00000046379', 'ENSGALG00000008309'}",,
ENSVKKG00000001926,ENSVKKG00000001926,ENSGALG00000010149,,
ENSVKKG00000009717,,ENSGALG00000031360,,
ENSVKKG00000013202,,ENSGALG00000004106,,
ENSVKKG00000015781,,ENSGALG00000000106,,
ENSVKKG00000004041,,ENSGALG00000003584,,
ENSVKKG00000012864,,ENSGALG00000034944,,
ENSVKKG00000015927,,,,ENSCPBG00000018089
ENSVKKG00000013585,,ENSGALG00000013173,,
ENSVKKG00000008273,,ENSGALG00000028876,,
ENSVKKG00000007470,,ENSGALG00000031635,,
ENSVKKG00000013425,ENSVKKG00000013425,,,
ENSVKKG00000010042,,ENSGALG00000040784,,
ENSVKKG00000007227,,ENSGALG00000046823,,
ENSVKKG00000003309,,ENSGALG00000005321,,
ENSVKKG00000018458,,ENSGALG00000040444,,
ENSVKKG00000004990,,ENSGALG00000028250,,
ENSVKKG00000010594,,ENSGALG00000012700,,
ENSVKKG00000011889,,ENSGALG00000005038,,
ENSVKKG00000004854,,ENSGALG00000039299,,
ENSVKKG00000006230,,ENSGALG00000005006,,
ENSVKKG00000006555,,ENSGALG00000046360,,
ENSVKKG00000015532,,ENSGALG00000004225,,
ENSVKKG00000003926,,ENSGALG00000005794,,
ENSVKKG00000006109,,ENSGALG00000028295,,
ENSVKKG00000018280,,ENSGALG00000009877,,
ENSVKKG00000011097,,ENSGALG00000043596,,
ENSVKKG00000015895,,ENSGALG00000050532,,
ENSVKKG00000002355,ENSVKKG00000002355,,,
ENSVKKG00000015316,,ENSGALG00000001642,,
ENSVKKG00000017327,,ENSGALG00000034003,,
ENSVKKG00000006660,ENSVKKG00000006660,ENSGALG00000004661,,
ENSVKKG00000010701,ENSVKKG00000010701,ENSGALG00000040136,,
ENSVKKG00000013621,,ENSGALG00000040672,,
ENSVKKG00000007813,,ENSGALG00000036730,,
ENSVKKG00000017512,,ENSGALG00000006388,,
ENSVKKG00000000764,,ENSGALG00000040097,,
ENSVKKG00000008261,ENSVKKG00000008261,,,
ENSVKKG00000012016,ENSVKKG00000012016,ENSGALG00000010258,,
ENSVKKG00000009657,,ENSGALG00000007124,,
ENSVKKG00000010570,,ENSGALG00000005964,,
ENSVKKG00000016923,ENSVKKG00000016923,,,
ENSVKKG00000016172,,ENSGALG00000007848,,
ENSVKKG00000006785,,ENSGALG00000004629,,
ENSVKKG00000016646,,ENSGALG00000037076,,
ENSVKKG00000011743,ENSVKKG00000011743,ENSGALG00000016467,,
ENSVKKG00000018734,,ENSGALG00000037249,,ENSCPBG00000020903
ENSVKKG00000009476,,ENSGALG00000003405,,
ENSVKKG00000010524,ENSVKKG00000010524,,,
ENSVKKG00000008009,ENSVKKG00000008009,,,
ENSVKKG00000002884,,,,ENSCPBG00000018994
ENSVKKG00000014498,ENSVKKG00000014498,,,
ENSVKKG00000011475,,ENSGALG00000003168,,
ENSVKKG00000015758,,ENSGALG00000040586,,
ENSVKKG00000015771,,ENSGALG00000035535,,
ENSVKKG00000007559,,ENSGALG00000014836,,
ENSVKKG00000007598,,ENSGALG00000029360,,
ENSVKKG00000013486,,"{'ENSGALG00000045238', 'ENSGALG00000041833'}",,
ENSVKKG00000001925,,,,ENSCPBG00000021680
ENSVKKG00000007617,ENSVKKG00000007617,ENSGALG00000011835,,
ENSVKKG00000013691,ENSVKKG00000013691,ENSGALG00000002651,,
ENSVKKG00000012476,,ENSGALG00000049484,,
ENSVKKG00000003942,,ENSGALG00000010943,,
ENSVKKG00000005516,,ENSGALG00000002775,,
ENSVKKG00000017415,ENSVKKG00000017415,,,
ENSVKKG00000000179,,ENSGALG00000039228,,
ENSVKKG00000014153,,ENSGALG00000008497,,
ENSVKKG00000011344,,ENSGALG00000035111,,
ENSVKKG00000002972,,ENSGALG00000043641,,
ENSVKKG00000014676,ENSVKKG00000014676,,,ENSCPBG00000012848
ENSVKKG00000005409,,"{'ENSGALG00000048749', 'ENSGALG00000047025', 'ENSGALG00000050329', 'ENSGALG00000054070', 'ENSGALG00000049444', 'ENSGALG00000041380', 'ENSGALG00000051188', 'ENSGALG00000048063', 'ENSGALG00000053682', 'ENSGALG00000052371', 'ENSGALG00000052732', 'ENSGALG00000047314', 'ENSGALG00000051088', 'ENSGALG00000051054', 'ENSGALG00000052686', 'ENSGALG00000049208', 'ENSGALG00000033932', 'ENSGALG00000047380'}",,
ENSVKKG00000000827,,ENSGALG00000006525,,
ENSVKKG00000015977,ENSVKKG00000015977,ENSGALG00000016047,,
ENSVKKG00000006665,,ENSGALG00000004676,,
ENSVKKG00000002876,,,ENSCPRG00005005873,
ENSVKKG00000007250,ENSVKKG00000007250,,,
ENSVKKG00000014108,ENSVKKG00000014108,,,
ENSVKKG00000009626,,ENSGALG00000007902,,
ENSVKKG00000015880,ENSVKKG00000015880,,,
ENSVKKG00000001787,ENSVKKG00000001787,,,
ENSVKKG00000007045,,ENSGALG00000002085,,
ENSVKKG00000003919,ENSVKKG00000003919,,,
ENSVKKG00000012969,,ENSGALG00000040021,,
ENSVKKG00000000154,,ENSGALG00000008162,,
ENSVKKG00000010675,,ENSGALG00000035610,,
ENSVKKG00000007601,,,,ENSCPBG00000019854
ENSVKKG00000011171,,,,ENSCPBG00000016078
ENSVKKG00000006052,,ENSGALG00000053351,,
ENSVKKG00000011630,,"{'ENSGALG00000050564', 'ENSGALG00000048372', 'ENSGALG00000006165'}",,
ENSVKKG00000004964,,ENSGALG00000014192,,
ENSVKKG00000010158,,ENSGALG00000043662,,
ENSVKKG00000007759,,ENSGALG00000002346,,
ENSVKKG00000004586,,ENSGALG00000005961,,
ENSVKKG00000012837,,ENSGALG00000043118,,
ENSVKKG00000005719,,ENSGALG00000016457,,
ENSVKKG00000010780,,ENSGALG00000006418,,
ENSVKKG00000018326,,ENSGALG00000016034,,
ENSVKKG00000009466,,ENSGALG00000008569,,
ENSVKKG00000017711,,,,ENSCPBG00000011711
ENSVKKG00000013848,,ENSGALG00000007082,,ENSCPBG00000017036
ENSVKKG00000018174,,ENSGALG00000009564,,
ENSVKKG00000001000,,ENSGALG00000009387,,
ENSVKKG00000007408,,ENSGALG00000031312,,
ENSVKKG00000005723,ENSVKKG00000005723,,,
ENSVKKG00000009654,ENSVKKG00000009654,ENSGALG00000006633,,
ENSVKKG00000008264,,ENSGALG00000003143,,
ENSVKKG00000011500,,,,ENSCPBG00000014334
ENSVKKG00000014113,,ENSGALG00000034166,,
ENSVKKG00000011605,,"{'ENSGALG00000052881', 'ENSGALG00000052053', 'ENSGALG00000028565', 'ENSGALG00000052936', 'ENSGALG00000050703', 'ENSGALG00000052739', 'ENSGALG00000052992', 'ENSGALG00000047903', 'ENSGALG00000050719', 'ENSGALG00000045569', 'ENSGALG00000048480', 'ENSGALG00000048862', 'ENSGALG00000053430', 'ENSGALG00000047118', 'ENSGALG00000051286', 'ENSGALG00000052429', 'ENSGALG00000044463', 'ENSGALG00000045780', 'ENSGALG00000048086', 'ENSGALG00000048704', 'ENSGALG00000046772', 'ENSGALG00000050281', 'ENSGALG00000048333', 'ENSGALG00000050242'}",,
ENSVKKG00000018017,,ENSGALG00000040028,,
ENSVKKG00000018305,,ENSGALG00000053041,,
ENSVKKG00000004282,,,ENSCPRG00005015501,
ENSVKKG00000003884,,ENSGALG00000032618,,
ENSVKKG00000000759,ENSVKKG00000000759,ENSGALG00000054256,,
ENSVKKG00000004516,ENSVKKG00000004516,,,
ENSVKKG00000003816,,ENSGALG00000034069,,
ENSVKKG00000013784,,ENSGALG00000016217,,
ENSVKKG00000003722,,ENSGALG00000039219,,
ENSVKKG00000010848,,ENSGALG00000009085,,
ENSVKKG00000011177,,ENSGALG00000004455,,
ENSVKKG00000002803,,ENSGALG00000011288,,
ENSVKKG00000016964,,,,ENSCPBG00000019059
ENSVKKG00000009898,ENSVKKG00000009898,ENSGALG00000002021,,
ENSVKKG00000009475,,ENSGALG00000003408,,
ENSVKKG00000008854,,,,ENSCPBG00000000480
ENSVKKG00000017421,ENSVKKG00000017421,,,
ENSVKKG00000014662,,ENSGALG00000033328,,
ENSVKKG00000009245,ENSVKKG00000009245,,,
ENSVKKG00000012844,,ENSGALG00000037699,,
ENSVKKG00000006372,,ENSGALG00000016618,,
ENSVKKG00000016623,,ENSGALG00000012484,,
ENSVKKG00000013099,,ENSGALG00000012584,,
ENSVKKG00000007675,,ENSGALG00000013100,,
ENSVKKG00000011842,ENSVKKG00000011842,,,
ENSVKKG00000016306,,ENSGALG00000005263,,ENSCPBG00000021068
ENSVKKG00000010237,,,,ENSCPBG00000010361
ENSVKKG00000008413,ENSVKKG00000008413,,,
ENSVKKG00000017936,ENSVKKG00000017936,,,
ENSVKKG00000010629,,ENSGALG00000012570,,
ENSVKKG00000010752,,ENSGALG00000016477,,
ENSVKKG00000002808,,ENSGALG00000002709,,
ENSVKKG00000014386,,,,ENSCPBG00000014998
ENSVKKG00000001362,,,,ENSCPBG00000003325
ENSVKKG00000005117,,ENSGALG00000002246,,
ENSVKKG00000014291,,ENSGALG00000050539,,
ENSVKKG00000006452,,,,ENSCPBG00000021003
ENSVKKG00000002416,ENSVKKG00000002416,ENSGALG00000003412,,
ENSVKKG00000003273,,ENSGALG00000012156,,
ENSVKKG00000008122,,ENSGALG00000012903,,
ENSVKKG00000009150,,ENSGALG00000029416,,
ENSVKKG00000014229,,ENSGALG00000002722,,
ENSVKKG00000001589,ENSVKKG00000001589,,,
ENSVKKG00000003829,ENSVKKG00000003829,,,
ENSVKKG00000009358,,ENSGALG00000009896,,
ENSVKKG00000004538,,ENSGALG00000007181,,
ENSVKKG00000008506,,ENSGALG00000009195,,
ENSVKKG00000015740,,ENSGALG00000006805,,
ENSVKKG00000004659,,ENSGALG00000053058,,
ENSVKKG00000015007,ENSVKKG00000015007,ENSGALG00000002260,,
ENSVKKG00000017019,,ENSGALG00000002631,,
ENSVKKG00000017113,ENSVKKG00000017113,,,
ENSVKKG00000003131,,ENSGALG00000001486,,
ENSVKKG00000018074,,ENSGALG00000033618,,
ENSVKKG00000000588,ENSVKKG00000000588,ENSGALG00000012032,,
ENSVKKG00000007952,,ENSGALG00000007119,,
ENSVKKG00000001656,,ENSGALG00000034655,,
ENSVKKG00000002892,,ENSGALG00000006973,,
ENSVKKG00000005607,,ENSGALG00000009248,,
ENSVKKG00000007724,ENSVKKG00000007724,,,
ENSVKKG00000002385,,ENSGALG00000014923,,
ENSVKKG00000012099,,"{'ENSGALG00000004578', 'ENSGALG00000048042'}",,
ENSVKKG00000016166,,"{'ENSGALG00000051251', 'ENSGALG00000050350', 'ENSGALG00000050309', 'ENSGALG00000049751', 'ENSGALG00000027571'}",,
ENSVKKG00000007155,,ENSGALG00000031493,,
ENSVKKG00000000422,,"{'ENSGALG00000036896', 'ENSGALG00000038606'}",,
ENSVKKG00000005863,,ENSGALG00000035850,,
ENSVKKG00000007804,ENSVKKG00000007804,,,
ENSVKKG00000004985,,ENSGALG00000014883,,
ENSVKKG00000011342,ENSVKKG00000011342,ENSGALG00000006467,,
ENSVKKG00000004708,,ENSGALG00000006546,,
ENSVKKG00000002674,,ENSGALG00000004156,,
ENSVKKG00000002530,,ENSGALG00000037619,,
ENSVKKG00000007443,,ENSGALG00000014668,,
ENSVKKG00000000912,,,,ENSCPBG00000012096
ENSVKKG00000005298,,ENSGALG00000003955,,
ENSVKKG00000012932,,ENSGALG00000003972,,
ENSVKKG00000018499,,ENSGALG00000008306,,
ENSVKKG00000002831,,ENSGALG00000009719,,
ENSVKKG00000001209,ENSVKKG00000001209,ENSGALG00000046708,,
ENSVKKG00000007442,,"{'ENSGALG00000049363', 'ENSGALG00000050020', 'ENSGALG00000049413', 'ENSGALG00000047231', 'ENSGALG00000047543', 'ENSGALG00000049478', 'ENSGALG00000054183', 'ENSGALG00000053483', 'ENSGALG00000051761', 'ENSGALG00000047437', 'ENSGALG00000054763', 'ENSGALG00000048318', 'ENSGALG00000050686', 'ENSGALG00000052985'}",,
ENSVKKG00000001927,,ENSGALG00000041013,,"{'ENSCPBG00000013348', 'ENSCPBG00000013300'}"
ENSVKKG00000013801,,ENSGALG00000012938,,
ENSVKKG00000012937,ENSVKKG00000012937,ENSGALG00000016968,,
ENSVKKG00000009235,ENSVKKG00000009235,,,
ENSVKKG00000003760,ENSVKKG00000003760,ENSGALG00000001256,,
ENSVKKG00000011846,,ENSGALG00000042103,,
ENSVKKG00000014619,,,,ENSCPBG00000014444
ENSVKKG00000009130,,ENSGALG00000006326,,
