komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,crocodile_stable_id,crocodile_name,chicken_grcg6a_stable_id,chicken_grcg6a_name
ENSVKKG00000006867,TBC1D5,ENSCPBG00000022549,TBC1D5,ENSCPRG00005001492,TBC1D5,ENSGALG00000011251,TBC1D5
ENSVKKG00000006222,GRHL1,ENSCPBG00000014054,GRHL1,ENSCPRG00005006677,GRHL1,ENSGALG00000038495,TAF1B
ENSVKKG00000015030,,ENSCPBG00000005243,,ENSCPRG00005006064,,ENSGALG00000025672,
ENSVKKG00000014509,TRIM8,ENSCPBG00000002376,TRIM8,ENSCPRG00005012943,TRIM8,ENSGALG00000036785,TRIM8
ENSVKKG00000015523,ATP2A2,ENSCPBG00000026028,ATP2A2,ENSCPRG00005012120,ATP2A2,ENSGALG00000032287,ATP2A2
ENSVKKG00000011539,SUGP1,ENSCPBG00000012455,SUGP1,ENSCPRG00005015667,SUGP1,ENSGALG00000042132,SUGP1
ENSVKKG00000000078,QRSL1,ENSCPBG00000006147,QRSL1,ENSCPRG00005001174,QRSL1,ENSGALG00000015338,QRSL1
ENSVKKG00000001136,,ENSCPBG00000016227,,ENSCPRG00005011934,,ENSGALG00000042612,
ENSVKKG00000018036,SGCB,ENSCPBG00000024999,SGCB,ENSCPRG00005009985,SGCB,ENSGALG00000013968,SGCB
ENSVKKG00000016521,P2RY13,ENSCPBG00000018839,P2RY13,ENSCPRG00005006940,P2RY13,ENSGALG00000039432,P2RY13
ENSVKKG00000003737,NUDT21,ENSCPBG00000011976,NUDT21,ENSCPRG00005002522,NUDT21,ENSGALG00000003084,NUDT21
ENSVKKG00000009257,PHF2,ENSCPBG00000019714,PHF2,ENSCPRG00005019136,PHF2,ENSGALG00000039208,PHF2
ENSVKKG00000003042,SMARCA5,ENSCPBG00000027535,SMARCA5,ENSCPRG00005008447,SMARCA5,ENSGALG00000009913,SMARCA5
ENSVKKG00000018674,SHQ1,ENSCPBG00000006441,SHQ1,ENSCPRG00005015737,,ENSGALG00000007798,SHQ1
ENSVKKG00000003468,CYP19A1,ENSCPBG00000027849,CYP19A1,ENSCPRG00005013939,CYP19A1,ENSGALG00000013294,CYP19A1
ENSVKKG00000008622,FANCC,ENSCPBG00000005369,FANCC,ENSCPRG00005010001,FANCC,ENSGALG00000012618,FANCC
ENSVKKG00000012963,HOXA7,ENSCPBG00000022500,HOXA7,ENSCPRG00005016099,HOXA7,ENSGALG00000026989,HOXA7
ENSVKKG00000016237,,ENSCPBG00000015449,,ENSCPRG00005006063,,ENSGALG00000002892,
ENSVKKG00000009947,CPNE3,ENSCPBG00000009552,CPNE3,ENSCPRG00005001185,CPNE3,ENSGALG00000035561,CPNE3
ENSVKKG00000003643,IFFO1,ENSCPBG00000027730,IFFO1,ENSCPRG00005007699,IFFO1,ENSGALG00000014443,IFFO1
ENSVKKG00000012827,TJP3,ENSCPBG00000017110,TJP3,ENSCPRG00005012534,TJP3,ENSGALG00000000748,TJP3
ENSVKKG00000017969,,ENSCPBG00000023020,,ENSCPRG00005019008,,ENSGALG00000032257,CSNK1E
ENSVKKG00000000607,,ENSCPBG00000018334,,ENSCPRG00005008255,,ENSGALG00000023571,TRIM59
ENSVKKG00000016733,CBX4,ENSCPBG00000010878,CBX4,ENSCPRG00005018009,CBX4,ENSGALG00000035911,CBX4
ENSVKKG00000003225,YTHDF3,ENSCPBG00000021405,YTHDF3,ENSCPRG00005017611,YTHDF3,ENSGALG00000039774,YTHDF3
ENSVKKG00000018118,SRD5A3,ENSCPBG00000025061,SRD5A3,ENSCPRG00005010389,SRD5A3,ENSGALG00000013804,SRD5A3
ENSVKKG00000009319,GUCD1,ENSCPBG00000002110,GUCD1,ENSCPRG00005002135,GUCD1,ENSGALG00000006607,GUCD1
ENSVKKG00000000537,TGS1,ENSCPBG00000004958,TGS1,ENSCPRG00005016323,TGS1,ENSGALG00000015340,TGS1
ENSVKKG00000012218,KCNK15,ENSCPBG00000017734,KCNK15,ENSCPRG00005011851,KCNK15,ENSGALG00000049487,KCNK15
ENSVKKG00000003689,BCL7B,ENSCPBG00000009904,BCL7B,ENSCPRG00005006584,BCL7B,ENSGALG00000036647,BCL7B
ENSVKKG00000007359,FBXO7,ENSCPBG00000002135,FBXO7,ENSCPRG00005018590,FBXO7,ENSGALG00000012569,FBXO7
ENSVKKG00000016100,,ENSCPBG00000004825,,ENSCPRG00005015243,,ENSGALG00000005848,IL11RA
ENSVKKG00000015912,FNDC4,ENSCPBG00000018349,FNDC4,ENSCPRG00005004414,FNDC4,ENSGALG00000016507,FNDC4
ENSVKKG00000017577,SNX9,ENSCPBG00000016279,SNX9,ENSCPRG00005017916,SNX9,ENSGALG00000013710,SNX9
ENSVKKG00000014268,ZFYVE27,ENSCPBG00000012184,ZFYVE27,ENSCPRG00005013662,ZFYVE27,ENSGALG00000007531,ZFYVE27
ENSVKKG00000013805,FGD4,ENSCPBG00000020371,FGD4,ENSCPRG00005017740,FGD4,ENSGALG00000012932,FGD4
ENSVKKG00000005569,AHDC1,ENSCPBG00000024880,AHDC1,ENSCPRG00005003254,AHDC1,ENSGALG00000055006,AHDC1
ENSVKKG00000015208,FEM1C,ENSCPBG00000001666,FEM1C,ENSCPRG00005015542,FEM1C,ENSGALG00000008204,FEM1C
ENSVKKG00000006453,,ENSCPBG00000023061,,ENSCPRG00005018969,,ENSGALG00000012416,
ENSVKKG00000016574,TNFSF15,ENSCPBG00000006416,TNFSF15,ENSCPRG00005012321,TNFSF15,ENSGALG00000007174,TNFSF15
ENSVKKG00000003458,GRHPR,ENSCPBG00000006903,GRHPR,ENSCPRG00005012185,GRHPR,ENSGALG00000005423,GRHPR
ENSVKKG00000005441,ATG101,ENSCPBG00000019481,ATG101,ENSCPRG00005001955,ATG101,ENSGALG00000042016,ATG101
ENSVKKG00000002613,TNPO3,ENSCPBG00000017497,TNPO3,ENSCPRG00005003583,TNPO3,ENSGALG00000039420,TNPO3
ENSVKKG00000015615,IFT22,ENSCPBG00000027746,IFT22,ENSCPRG00005006226,IFT22,ENSGALG00000021653,IFT22
ENSVKKG00000017451,TBP,ENSCPBG00000006883,TBP,ENSCPRG00005017317,TBP,ENSGALG00000011171,TBP
ENSVKKG00000012327,HS6ST3,ENSCPBG00000023319,HS6ST3,ENSCPRG00005018273,HS6ST3,ENSGALG00000025906,HS6ST3
ENSVKKG00000000398,MTHFD1,ENSCPBG00000022332,MTHFD1,ENSCPRG00005016135,MTHFD1,ENSGALG00000011797,MTHFD1
ENSVKKG00000014392,PPRC1,ENSCPBG00000005408,PPRC1,ENSCPRG00005013227,PPRC1,ENSGALG00000020742,PPRC1
ENSVKKG00000001708,USP37,ENSCPBG00000013249,USP37,ENSCPRG00005018913,USP37,ENSGALG00000011427,USP37
ENSVKKG00000017171,EMP2,ENSCPBG00000026676,EMP2,ENSCPRG00005003682,EMP2,ENSGALG00000050207,EMP2
ENSVKKG00000001137,C5orf51,ENSCPBG00000007769,C5orf51,ENSCPRG00005016159,C5orf51,ENSGALG00000033098,C5orf51
ENSVKKG00000015326,PRR16,ENSCPBG00000013468,PRR16,ENSCPRG00005015453,PRR16,ENSGALG00000002183,PRR16
ENSVKKG00000000374,ZBTB1,ENSCPBG00000022353,ZBTB1,ENSCPRG00005016100,ZBTB1,ENSGALG00000011718,ZBTB1
ENSVKKG00000009249,BARX1,ENSCPBG00000019725,BARX1,ENSCPRG00005019144,BARX1,ENSGALG00000035557,BARX1
ENSVKKG00000015704,LINGO3,ENSCPBG00000018592,LINGO3,ENSCPRG00005009405,LINGO3,ENSGALG00000000806,LINGO3
ENSVKKG00000011935,,ENSCPBG00000013719,IVD,ENSCPRG00005018680,IVD,ENSGALG00000040267,IVD
ENSVKKG00000014577,,ENSCPBG00000001549,,ENSCPRG00005002387,,ENSGALG00000011285,
ENSVKKG00000011614,HAAO,ENSCPBG00000005233,HAAO,ENSCPRG00005015522,HAAO,ENSGALG00000009926,HAAO
ENSVKKG00000012092,ADPRH,ENSCPBG00000006181,ADPRH,ENSCPRG00005011292,ADPRH,ENSGALG00000015473,ADPRH
ENSVKKG00000015306,SMIM4,ENSCPBG00000016889,SMIM4,ENSCPRG00005014237,SMIM4,ENSGALG00000042863,SMIM4
ENSVKKG00000011978,LIN52,ENSCPBG00000026219,LIN52,ENSCPRG00005004069,LIN52,ENSGALG00000020419,LIN52
ENSVKKG00000014922,REEP5,ENSCPBG00000013901,REEP5,ENSCPRG00005006525,REEP5,ENSGALG00000023157,REEP5
ENSVKKG00000014059,,ENSCPBG00000023899,,ENSCPRG00005006265,,ENSGALG00000005474,PNAT10
ENSVKKG00000013733,KRT12,ENSCPBG00000005794,KRT12,ENSCPRG00005003161,KRT12,ENSGALG00000019715,KRT12
ENSVKKG00000018107,BZW2,ENSCPBG00000021873,BZW2,ENSCPRG00005015204,BZW2,ENSGALG00000010809,BZW2
ENSVKKG00000001242,B3GALT1,ENSCPBG00000007088,B3GALT1,ENSCPRG00005015857,B3GALT1,ENSGALG00000010931,B3GALT1
ENSVKKG00000008107,C5orf22,ENSCPBG00000000628,C5orf22,ENSCPRG00005016614,C5orf22,ENSGALG00000012909,C5orf22
ENSVKKG00000005589,SESN2,ENSCPBG00000011193,SESN2,ENSCPRG00005003191,SESN2,ENSGALG00000037603,SESN2
ENSVKKG00000011534,SLC7A9,ENSCPBG00000000262,SLC7A9,ENSCPRG00005004298,SLC7A9,ENSGALG00000021158,SLC7A9
ENSVKKG00000005941,,ENSCPBG00000018019,,ENSCPRG00005015305,SP5,ENSGALG00000034094,SP5
ENSVKKG00000012114,CREG1,ENSCPBG00000006032,CREG1,ENSCPRG00005011131,CREG1,ENSGALG00000040426,CREG1
ENSVKKG00000007710,KLF3,ENSCPBG00000013755,KLF3,ENSCPRG00005005693,KLF3,ENSGALG00000041717,KLF3
ENSVKKG00000010728,BRIP1,ENSCPBG00000009376,BRIP1,ENSCPRG00005010745,BRIP1,ENSGALG00000005279,BRIP1
ENSVKKG00000010597,AKAP7,ENSCPBG00000018259,AKAP7,ENSCPRG00005005444,AKAP7,ENSGALG00000029794,AKAP7
ENSVKKG00000005421,BAG5,ENSCPBG00000020285,BAG5,ENSCPRG00005015845,BAG5,ENSGALG00000031062,BAG5
ENSVKKG00000000483,,ENSCPBG00000008846,,ENSCPRG00005008497,,ENSGALG00000010842,UBR7
ENSVKKG00000005159,GARNL3,ENSCPBG00000000314,GARNL3,ENSCPRG00005010959,GARNL3,ENSGALG00000000847,GARNL3
ENSVKKG00000013438,,ENSCPBG00000000081,,ENSCPRG00005003015,,ENSGALG00000044478,
ENSVKKG00000018451,FAM180B,ENSCPBG00000016958,FAM180B,ENSCPRG00005017443,FAM180B,ENSGALG00000051142,FAM180B
ENSVKKG00000006832,IMPACT,ENSCPBG00000027358,IMPACT,ENSCPRG00005014357,IMPACT,ENSGALG00000015093,IMPACT
ENSVKKG00000003353,,ENSCPBG00000008181,,ENSCPRG00005012496,,ENSGALG00000046559,
ENSVKKG00000014587,,ENSCPBG00000026964,,ENSCPRG00005008945,,ENSGALG00000000913,CHST6
ENSVKKG00000003599,TRAPPC4,ENSCPBG00000004381,TRAPPC4,ENSCPRG00005006812,TRAPPC4,ENSGALG00000007707,TRAPPC4
ENSVKKG00000014115,JPH3,ENSCPBG00000023516,JPH3,ENSCPRG00005006814,JPH3,ENSGALG00000029424,JPH3
ENSVKKG00000015896,E2F7,ENSCPBG00000018079,E2F7,ENSCPRG00005005958,E2F7,ENSGALG00000031340,E2F7
ENSVKKG00000016188,PANX2,ENSCPBG00000021281,PANX2,ENSCPRG00005011274,PANX2,ENSGALG00000000003,PANX2
ENSVKKG00000002321,SNORD36,ENSCPBG00000021164,SNORD36,ENSCPRG00005007317,SNORD36,ENSGALG00000017831,SNORD36
ENSVKKG00000000750,MARCHF1,ENSCPBG00000003319,MARCHF1,ENSCPRG00005010538,MARCHF1,ENSGALG00000009520,MARCH1
ENSVKKG00000010300,SFMBT2,ENSCPBG00000019821,SFMBT2,ENSCPRG00005001295,SFMBT2,ENSGALG00000009279,SFMBT2
ENSVKKG00000001596,,ENSCPBG00000000893,,ENSCPRG00005000598,,ENSGALG00000051796,
ENSVKKG00000016420,PACSIN3,ENSCPBG00000015488,PACSIN3,ENSCPRG00005014853,PACSIN3,ENSGALG00000008231,PACSIN3
ENSVKKG00000006939,GUCY1A2,ENSCPBG00000000172,GUCY1A2,ENSCPRG00005014457,GUCY1A2,ENSGALG00000017173,GUCY1A2
ENSVKKG00000004358,FOXA2,ENSCPBG00000023545,FOXA2,ENSCPRG00005011011,FOXA2,ENSGALG00000030889,FOXA2
ENSVKKG00000012342,IGSF21,ENSCPBG00000010023,IGSF21,ENSCPRG00005017638,IGSF21,ENSGALG00000037479,IGSF21
ENSVKKG00000003922,WNT8B,ENSCPBG00000020569,WNT8B,ENSCPRG00005000688,WNT8B,ENSGALG00000005733,WNT8B
ENSVKKG00000004567,CHPF2,ENSCPBG00000012175,CHPF2,ENSCPRG00005000208,CHPF2,ENSGALG00000036477,CHPF2
ENSVKKG00000013106,CYFIP2,ENSCPBG00000001647,CYFIP2,ENSCPRG00005013254,CYFIP2,ENSGALG00000003818,CYFIP2
ENSVKKG00000005903,GPR61,ENSCPBG00000012591,GPR61,ENSCPRG00005003879,GPR61,ENSGALG00000040168,GPR61
ENSVKKG00000017811,POLG,ENSCPBG00000017652,POLG,ENSCPRG00005016858,POLG,ENSGALG00000045136,POLG
ENSVKKG00000016789,PHF12,ENSCPBG00000020167,PHF12,ENSCPRG00005015628,PHF12,ENSGALG00000031368,PHF12
ENSVKKG00000016385,NPLOC4,ENSCPBG00000010388,NPLOC4,ENSCPRG00005018390,NPLOC4,ENSGALG00000004583,NPLOC4
ENSVKKG00000011489,NPR3,ENSCPBG00000008255,NPR3,ENSCPRG00005015631,NPR3,ENSGALG00000017405,NPR3
ENSVKKG00000005847,EFCAB2,ENSCPBG00000009428,EFCAB2,ENSCPRG00005013903,EFCAB2,ENSGALG00000028017,EFCAB2
ENSVKKG00000007330,CDH1,ENSCPBG00000005354,,ENSCPRG00005008089,CDH1,ENSGALG00000000608,CDH1
ENSVKKG00000008184,GPR156,ENSCPBG00000002112,GPR156,ENSCPRG00005003458,GPR156,ENSGALG00000014973,GPR156
ENSVKKG00000012899,KCNIP1,ENSCPBG00000021194,KCNIP1,ENSCPRG00005003303,KCNIP1,ENSGALG00000002132,KCNIP1
ENSVKKG00000005256,AMN,ENSCPBG00000019497,AMN,ENSCPRG00005013401,AMN,ENSGALG00000011391,AMN
ENSVKKG00000011319,TRPV1,ENSCPBG00000016203,TRPV1,ENSCPRG00005013113,TRPV1,ENSGALG00000004649,TRPV1
ENSVKKG00000016155,PSMB3,ENSCPBG00000027486,PSMB3,ENSCPRG00005002294,PSMB3,ENSGALG00000001597,PSMB3
ENSVKKG00000002184,TMED5,ENSCPBG00000017416,TMED5,ENSCPRG00005016513,TMED5,ENSGALG00000005904,TMED5
ENSVKKG00000004332,MAP3K12,ENSCPBG00000000760,MAP3K12,ENSCPRG00005006900,MAP3K12,ENSGALG00000033791,MAP3K12
ENSVKKG00000008832,FRMD3,ENSCPBG00000025494,FRMD3,ENSCPRG00005006777,FRMD3,ENSGALG00000012577,FRMD3
ENSVKKG00000008314,SNX29,ENSCPBG00000021748,SNX29,ENSCPRG00005004020,SNX29,ENSGALG00000039855,SNX29
ENSVKKG00000015833,ERG,ENSCPBG00000012403,ERG,ENSCPRG00005015767,ERG,ENSGALG00000016058,ERG
ENSVKKG00000018239,MYO19,ENSCPBG00000009546,MYO19,ENSCPRG00005010494,MYO19,ENSGALG00000005374,MYO19
ENSVKKG00000004952,GABRA2,ENSCPBG00000027867,GABRA2,ENSCPRG00005009528,GABRA2,ENSGALG00000014206,GABRA2
ENSVKKG00000000332,CDH9,ENSCPBG00000004514,CDH9,ENSCPRG00005016570,CDH9,ENSGALG00000012923,CDH9
ENSVKKG00000013881,TXLNA,ENSCPBG00000011054,TXLNA,ENSCPRG00005002234,TXLNA,ENSGALG00000048775,TXLNA
ENSVKKG00000004490,,ENSCPBG00000026267,RHBG,ENSCPRG00005007888,RHBG,ENSGALG00000013232,RHBG
ENSVKKG00000003512,CYLD,ENSCPBG00000015931,CYLD,ENSCPRG00005003515,CYLD,ENSGALG00000003753,CYLD
ENSVKKG00000010197,NFYC,ENSCPBG00000018957,NFYC,ENSCPRG00005001412,NFYC,ENSGALG00000003189,NFYC
ENSVKKG00000002534,HOXB8,ENSCPBG00000027340,HOXB8,ENSCPRG00005007236,HOXB8,ENSGALG00000040320,HOXB8
ENSVKKG00000011299,CAPN15,ENSCPBG00000024901,CAPN15,ENSCPRG00005002197,CAPN15,ENSGALG00000002018,CAPN15
ENSVKKG00000005721,KCTD7,ENSCPBG00000014842,KCTD7,ENSCPRG00005008037,KCTD7,ENSGALG00000002618,KCTD7
ENSVKKG00000000813,MSC,ENSCPBG00000006902,MSC,ENSCPRG00005018348,MSC,ENSGALG00000037777,MSC
ENSVKKG00000007429,TAB3,ENSCPBG00000007424,TAB3,ENSCPRG00005003605,TAB3,ENSGALG00000016284,TAB3
ENSVKKG00000003065,ABCE1,ENSCPBG00000027506,ABCE1,ENSCPRG00005008562,ABCE1,ENSGALG00000009961,ABCE1
ENSVKKG00000015304,NT5DC2,ENSCPBG00000016884,NT5DC2,ENSCPRG00005014125,NT5DC2,ENSGALG00000035596,NT5DC2
ENSVKKG00000013617,CDC6,ENSCPBG00000004797,CDC6,ENSCPRG00005002969,CDC6,ENSGALG00000051645,CDC6
ENSVKKG00000012657,,ENSCPBG00000012536,THBS4,ENSCPRG00005015729,,ENSGALG00000003283,
ENSVKKG00000013672,PARD3B,ENSCPBG00000008767,PARD3B,ENSCPRG00005001781,PARD3B,ENSGALG00000042645,PARD3B
ENSVKKG00000012401,PRSS12,ENSCPBG00000024770,PRSS12,ENSCPRG00005004901,PRSS12,ENSGALG00000012004,PRSS12
ENSVKKG00000012318,RAP2A,ENSCPBG00000023307,RAP2A,ENSCPRG00005018264,RAP2A,ENSGALG00000016889,RAP2A
ENSVKKG00000017623,LDLRAD4,ENSCPBG00000028406,LDLRAD4,ENSCPRG00005007646,LDLRAD4,ENSGALG00000013886,LDLRAD4
ENSVKKG00000005715,CRCP,ENSCPBG00000014854,CRCP,ENSCPRG00005008030,CRCP,ENSGALG00000002587,CRCP
ENSVKKG00000018362,SUCLG1,ENSCPBG00000002163,SUCLG1,ENSCPRG00005000136,SUCLG1,ENSGALG00000015961,SUCLG1
ENSVKKG00000006650,FKBP3,ENSCPBG00000015100,FKBP3,ENSCPRG00005011236,FKBP3,ENSGALG00000012466,FKBP3
ENSVKKG00000018018,CCR4,ENSCPBG00000000244,CCR4,ENSCPRG00005008797,CCR4,ENSGALG00000039146,CCR4
ENSVKKG00000003284,TUBB4B,ENSCPBG00000001005,TUBB4B,ENSCPRG00005014690,TUBB4B,ENSGALG00000008586,TUBB4B
ENSVKKG00000010139,PLCB1,ENSCPBG00000023377,PLCB1,ENSCPRG00005011677,PLCB1,ENSGALG00000008875,PLCB1
ENSVKKG00000006690,,ENSCPBG00000006763,,ENSCPRG00005019190,,ENSGALG00000025675,
ENSVKKG00000003780,ARHGEF17,ENSCPBG00000010450,ARHGEF17,ENSCPRG00005017464,ARHGEF17,ENSGALG00000017326,ARHGEF17
ENSVKKG00000000649,NOC3L,ENSCPBG00000026538,NOC3L,ENSCPRG00005017181,NOC3L,ENSGALG00000035667,NOC3L
ENSVKKG00000003081,RAB19,ENSCPBG00000011914,RAB19,ENSCPRG00005017994,RAB19,ENSGALG00000012850,RAB19
ENSVKKG00000016085,,ENSCPBG00000003186,ARID3C,ENSCPRG00005015222,ARID3C,ENSGALG00000005839,ARID3C
ENSVKKG00000011792,NYAP2,ENSCPBG00000019422,NYAP2,ENSCPRG00005004292,NYAP2,ENSGALG00000004966,NYAP2
ENSVKKG00000008773,SMARCC1,ENSCPBG00000015258,SMARCC1,ENSCPRG00005001885,SMARCC1,ENSGALG00000032642,SMARCC1
ENSVKKG00000011238,TRIP12,ENSCPBG00000019847,TRIP12,ENSCPRG00005002144,TRIP12,ENSGALG00000002929,TRIP12
ENSVKKG00000007726,GPR26,ENSCPBG00000028085,GPR26,ENSCPRG00005009894,GPR26,ENSGALG00000009684,GPR26
ENSVKKG00000015006,CDHR2,ENSCPBG00000022637,,ENSCPRG00005013562,CDHR2,ENSGALG00000003285,CDHR2
ENSVKKG00000015681,PGP,ENSCPBG00000001459,PGP,ENSCPRG00005011635,PGP,ENSGALG00000005888,PGP
ENSVKKG00000011983,VRTN,ENSCPBG00000026225,VRTN,ENSCPRG00005004144,VRTN,ENSGALG00000010232,VRTN
ENSVKKG00000008827,,ENSCPBG00000003100,,ENSCPRG00005000467,,ENSGALG00000043593,
ENSVKKG00000014130,ZC3H18,ENSCPBG00000023488,ZC3H18,ENSCPRG00005006951,ZC3H18,ENSGALG00000006118,ZC3H18
ENSVKKG00000018541,ADAM23,ENSCPBG00000019586,ADAM23,ENSCPRG00005001887,ADAM23,ENSGALG00000008582,ADAM23
ENSVKKG00000010883,,ENSCPBG00000021361,,ENSCPRG00005009550,,ENSGALG00000006375,TM4SF19
ENSVKKG00000001478,,ENSCPBG00000022182,C1orf159,ENSCPRG00005001835,,ENSGALG00000027363,C1orf159
ENSVKKG00000014602,EEA1,ENSCPBG00000026976,EEA1,ENSCPRG00005002424,EEA1,ENSGALG00000011280,EEA1
ENSVKKG00000009458,ITPKA,ENSCPBG00000013548,ITPKA,ENSCPRG00005018557,ITPKA,ENSGALG00000008603,ITPKA
ENSVKKG00000014024,,ENSCPBG00000005882,,ENSCPRG00005010079,,ENSGALG00000048788,
ENSVKKG00000006737,SLC46A3,ENSCPBG00000020446,SLC46A3,ENSCPRG00005012148,SLC46A3,ENSGALG00000017089,SLC46A3
ENSVKKG00000010485,EGF,ENSCPBG00000004365,EGF,ENSCPRG00005005601,EGF,ENSGALG00000012155,EGF
ENSVKKG00000001302,DNAJC27,ENSCPBG00000022284,DNAJC27,ENSCPRG00005002735,DNAJC27,ENSGALG00000028967,DNAJC27
ENSVKKG00000003211,NTSR1,ENSCPBG00000027157,NTSR1,ENSCPRG00005005694,NTSR1,ENSGALG00000005524,NTSR1
ENSVKKG00000010589,GNPDA2,ENSCPBG00000025677,GNPDA2,ENSCPRG00005009504,GNPDA2,ENSGALG00000014210,GNPDA2
ENSVKKG00000005561,GADL1,ENSCPBG00000022702,GADL1,ENSCPRG00005004543,GADL1,ENSGALG00000011447,GADL1
ENSVKKG00000001642,VWF,ENSCPBG00000007994,VWF,ENSCPRG00005000383,VWF,ENSGALG00000017272,VWF
ENSVKKG00000011968,KCNMA1,ENSCPBG00000010182,KCNMA1,ENSCPRG00005008373,KCNMA1,ENSGALG00000004980,KCNMA1
ENSVKKG00000001025,,ENSCPBG00000027606,,ENSCPRG00005017356,,ENSGALG00000004518,
ENSVKKG00000005824,GATA4,ENSCPBG00000020193,GATA4,ENSCPRG00005002359,GATA4,ENSGALG00000016662,GATA4
ENSVKKG00000014208,CMC2,ENSCPBG00000023998,CMC2,ENSCPRG00005005851,CMC2,ENSGALG00000034430,CMC2
ENSVKKG00000018771,SNAP91,ENSCPBG00000018932,SNAP91,ENSCPRG00005016047,SNAP91,ENSGALG00000015846,SNAP91
ENSVKKG00000004105,CYRIB,ENSCPBG00000020574,CYRIB,ENSCPRG00005009810,CYRIB,ENSGALG00000036490,CYRIB
ENSVKKG00000014745,ACER2,ENSCPBG00000018962,ACER2,ENSCPRG00005000407,ACER2,ENSGALG00000015081,ACER2
ENSVKKG00000012630,CLDN10,ENSCPBG00000023347,,ENSCPRG00005018286,CLDN10,ENSGALG00000019114,CLDN10
ENSVKKG00000011116,FTCD,ENSCPBG00000001566,FTCD,ENSCPRG00005008102,FTCD,ENSGALG00000006131,FTCD
ENSVKKG00000017086,RPL4,ENSCPBG00000014091,RPL4,ENSCPRG00005000630,RPL4,ENSGALG00000007711,RPL4
ENSVKKG00000000490,NPRL3,ENSCPBG00000026399,NPRL3,ENSCPRG00005003465,NPRL3,ENSGALG00000007456,NPRL3
ENSVKKG00000016844,TBX22,ENSCPBG00000014494,TBX22,ENSCPRG00005009370,TBX22,ENSGALG00000004093,TBX22
ENSVKKG00000012975,TAX1BP1,ENSCPBG00000022513,TAX1BP1,ENSCPRG00005000237,TAX1BP1,ENSGALG00000042822,TAX1BP1
ENSVKKG00000007746,CHRNA9,ENSCPBG00000013828,CHRNA9,ENSCPRG00005008881,CHRNA9,ENSGALG00000014268,CHRNA9
ENSVKKG00000010476,LTN1,ENSCPBG00000006692,LTN1,ENSCPRG00005013498,LTN1,ENSGALG00000015804,LTN1
ENSVKKG00000011575,,ENSCPBG00000015413,,ENSCPRG00005016790,,ENSGALG00000016863,TEX30
ENSVKKG00000008215,CYSLTR1,ENSCPBG00000014316,CYSLTR1,ENSCPRG00005009335,CYSLTR1,ENSGALG00000004128,CYSLTR1
ENSVKKG00000005588,PLEKHN1,ENSCPBG00000022132,PLEKHN1,ENSCPRG00005002891,PLEKHN1,ENSGALG00000002121,PLEKHN1
ENSVKKG00000008237,CBR4,ENSCPBG00000027519,CBR4,ENSCPRG00005011084,CBR4,ENSGALG00000009714,CBR4
ENSVKKG00000001093,RARB,ENSCPBG00000022594,RARB,ENSCPRG00005002310,RARB,ENSGALG00000011298,RARB
ENSVKKG00000002799,INPP5K,ENSCPBG00000020466,INPP5K,ENSCPRG00005016011,INPP5K,ENSGALG00000002739,INPP5K
ENSVKKG00000004107,ASAP1,ENSCPBG00000020558,ASAP1,ENSCPRG00005009896,ASAP1,ENSGALG00000037618,ASAP1
ENSVKKG00000017531,RAB27A,ENSCPBG00000004115,RAB27A,ENSCPRG00005011769,RAB27A,ENSGALG00000004435,RAB27A
ENSVKKG00000017917,CRYBB2,ENSCPBG00000021584,CRYBB2,ENSCPRG00005011782,CRYBB2,ENSGALG00000026086,CRYBB2
ENSVKKG00000005706,VKORC1L1,ENSCPBG00000014868,VKORC1L1,ENSCPRG00005007981,VKORC1L1,ENSGALG00000002501,VKORC1L1
ENSVKKG00000017575,SERAC1,ENSCPBG00000016266,SERAC1,ENSCPRG00005017880,SERAC1,ENSGALG00000013732,SERAC1
ENSVKKG00000002003,HOXD3,ENSCPBG00000003500,HOXD3,ENSCPRG00005013823,HOXD3,ENSGALG00000023420,HOXD3
ENSVKKG00000002754,TNPO1,ENSCPBG00000000260,TNPO1,ENSCPRG00005000944,TNPO1,ENSGALG00000015014,TNPO1
ENSVKKG00000013039,USP14,ENSCPBG00000027561,USP14,ENSCPRG00005012821,USP14,ENSGALG00000014920,USP14
ENSVKKG00000001401,NSUN6,ENSCPBG00000015063,NSUN6,ENSCPRG00005009966,NSUN6,ENSGALG00000008564,NSUN6
ENSVKKG00000003285,KCNT2,ENSCPBG00000028259,KCNT2,ENSCPRG00005000371,KCNT2,ENSGALG00000041680,KCNT2
ENSVKKG00000016564,SLC31A2,ENSCPBG00000001160,SLC31A2,ENSCPRG00005012237,SLC31A2,ENSGALG00000030176,SLC31A2
ENSVKKG00000012090,CYRIA,ENSCPBG00000013312,CYRIA,ENSCPRG00005005582,CYRIA,ENSGALG00000016463,FAM49A
ENSVKKG00000002782,TACR2,ENSCPBG00000000341,TACR2,ENSCPRG00005006691,TACR2,ENSGALG00000004248,TACR2
ENSVKKG00000004237,ARHGEF12,ENSCPBG00000008441,ARHGEF12,ENSCPRG00005003213,ARHGEF12,ENSGALG00000006663,ARHGEF12
ENSVKKG00000012808,TYR,ENSCPBG00000019780,TYR,ENSCPRG00005015987,TYR,ENSGALG00000017237,TYR
