eggnog_name,chicken_102_gene_id,chicken_110_gene_id,turtle_3_gene_id,komodo_gene_id,crocodile_gene_id
CDH6,ENSGALG00000012917,ENSGALG00010011040,ENSCPBG00000000434,"{'ENSVKKG00000000362', 'ENSVKKG00000000377', 'ENSVKKG00000000353'}",ENSCPRG00005016599
CDH7,ENSGALG00000013782,ENSGALG00010001209,"{'ENSCPBG00000028414', 'ENSCPBG00000009773'}",ENSVKKG00000017628,ENSCPRG00005006768
CDH8,ENSGALG00000005319,ENSGALG00010007678,ENSCPBG00000009579,ENSVKKG00000014186,ENSCPRG00005005540
CDH9,ENSGALG00000012923,ENSGALG00010000597,ENSCPBG00000004514,ENSVKKG00000000332,ENSCPRG00005016570
CDHR1,ENSGALG00000002314,ENSGALG00010010919,ENSCPBG00000007729,ENSVKKG00000008554,ENSCPRG00005010287
CDHR2,ENSGALG00000003285,ENSGALG00010010179,ENSCPBG00000022637,ENSVKKG00000015006,ENSCPRG00005013562
CDHR3,"{'ENSGALG00000054032', 'ENSGALG00000052028'}",ENSGALG00010010301,ENSCPBG00000001127,,ENSCPRG00005014083
CDHR4,ENSGALG00000054583,ENSGALG00010026897,,,"{'ENSCPRG00005015390', 'ENSCPRG00005015404'}"
CDIP1,ENSGALG00000036502,ENSGALG00010016781,ENSCPBG00000011763,,ENSCPRG00005003195
CDK1,ENSGALG00000003085,ENSGALG00010009597,ENSCPBG00000011212,ENSVKKG00000016165,ENSCPRG00005010155
CDK10,ENSGALG00000006144,ENSGALG00010008050,ENSCPBG00000013671,ENSVKKG00000005989,ENSCPRG00005007852
CDK11B,ENSGALG00000001382,ENSGALG00010020163,ENSCPBG00000022950,"{'ENSVKKG00000014225', 'ENSVKKG00000014222'}",ENSCPRG00005012978
CDK12,ENSGALG00000001731,ENSGALG00010026173,ENSCPBG00000004256,ENSVKKG00000012892,ENSCPRG00005002694
CDK13,"{'ENSGALG00000046769', 'ENSGALG00000043243'}",ENSGALG00010017880,ENSCPBG00000024855,ENSVKKG00000007465,ENSCPRG00005011183
CDK14,ENSGALG00000009062,ENSGALG00010004777,ENSCPBG00000021560,ENSVKKG00000003699,ENSCPRG00005012505
CDK15,ENSGALG00000008428,ENSGALG00010025071,ENSCPBG00000011587,ENSVKKG00000005286,ENSCPRG00005001304
CDK16,"{'ENSGALG00000051869', 'ENSGALG00000052168'}",,ENSCPBG00000021984,ENSVKKG00000008866,
CDK17,ENSGALG00000011456,ENSGALG00010011953,ENSCPBG00000002155,ENSVKKG00000013499,ENSCPRG00005019118
CDK18,ENSGALG00000000692,ENSGALG00010026942,ENSCPBG00000001546,ENSVKKG00000000778,ENSCPRG00005010337
CDK19,ENSGALG00000015051,ENSGALG00010013842,ENSCPBG00000006482,"{'ENSVKKG00000005335', 'ENSVKKG00000005324'}",ENSCPRG00005001907
CDK2,ENSGALG00000032699,ENSGALG00010024756,ENSCPBG00000012709,ENSVKKG00000007878,
CDK20,ENSGALG00000053478,,ENSCPBG00000017458,ENSVKKG00000002556,
CDK2AP1,"{'ENSGALG00000054554', 'ENSGALG00000034919'}",ENSGALG00010024850,ENSCPBG00000025969,ENSVKKG00000013593,ENSCPRG00005017247
CDK2AP2,ENSGALG00000039190,ENSGALG00010021947,ENSCPBG00000015408,ENSVKKG00000002132,
CDK3,ENSGALG00000008462,ENSGALG00010029748,ENSCPBG00000028036,ENSVKKG00000016041,ENSCPRG00005006668
CDK5,ENSGALG00000051479,ENSGALG00010027166,ENSCPBG00000012230,ENSVKKG00000008119,
CDK5R1,ENSGALG00000041907,ENSGALG00010024126,"{'ENSCPBG00000015303', 'ENSCPBG00000004869'}","{'ENSVKKG00000008745', 'ENSVKKG00000012065'}","{'ENSCPRG00005000361', 'ENSCPRG00005001921'}"
CDK5RAP1,ENSGALG00000006738,ENSGALG00010015094,ENSCPBG00000027417,ENSVKKG00000010750,
CDK5RAP2,"{'ENSGALG00000052726', 'ENSGALG00000041102', 'ENSGALG00000048936'}",ENSGALG00010027929,ENSCPBG00000006193,ENSVKKG00000017249,ENSCPRG00005013906
CDK5RAP3,ENSGALG00000036452,ENSGALG00010023706,ENSCPBG00000027376,ENSVKKG00000002462,ENSCPRG00005007163
CDK6,ENSGALG00000009476,ENSGALG00010005004,ENSCPBG00000024578,ENSVKKG00000016384,ENSCPRG00005013757
CDK7,ENSGALG00000014790,ENSGALG00010010937,ENSCPBG00000009345,ENSVKKG00000008909,ENSCPRG00005017305
CDK8,ENSGALG00000017104,ENSGALG00010005875,ENSCPBG00000020495,ENSVKKG00000007044,ENSCPRG00005012631
CDK9,ENSGALG00000035576,ENSGALG00010028095,ENSCPBG00000025218,ENSVKKG00000017269,ENSCPRG00005000290
CDKAL1,ENSGALG00000012677,ENSGALG00010008147,ENSCPBG00000006914,ENSVKKG00000006807,ENSCPRG00005003608
CDKL1,ENSGALG00000012295,ENSGALG00010019271,ENSCPBG00000023371,ENSVKKG00000006240,ENSCPRG00005018173
CDKL2,ENSGALG00000010119,ENSGALG00010009131,ENSCPBG00000013482,,ENSCPRG00005007511
CDKL5,ENSGALG00000016529,ENSGALG00010002161,ENSCPBG00000006856,ENSVKKG00000003962,ENSCPRG00005005093
CDKN1A,ENSGALG00000028318,ENSGALG00010025613,ENSCPBG00000025285,ENSVKKG00000007129,ENSCPRG00005003310
CDKN1B,ENSGALG00000022980,ENSGALG00010021960,ENSCPBG00000000572,ENSVKKG00000007814,ENSCPRG00005001418
CDKN2A,ENSGALG00000034505,ENSGALG00010001143,,,
CDKN2AIP,ENSGALG00000010661,ENSGALG00010007376,ENSCPBG00000008289,ENSVKKG00000004502,ENSCPRG00005000093
CDKN2B,ENSGALG00000026137,ENSGALG00010001144,"{'ENSCPBG00000007792', 'ENSCPBG00000007794'}","{'ENSVKKG00000009519', 'ENSVKKG00000009522'}","{'ENSCPRG00005015556', 'ENSCPRG00005015559', 'ENSCPRG00005015560'}"
CDKN2C,ENSGALG00000010537,ENSGALG00010024533,ENSCPBG00000010037,ENSVKKG00000010792,ENSCPRG00005018099
CDKN3,ENSGALG00000012220,ENSGALG00010018932,"{'ENSCPBG00000020061', 'ENSCPBG00000020062'}",ENSVKKG00000001701,
CDO1,ENSGALG00000002358,ENSGALG00010009376,ENSCPBG00000001681,ENSVKKG00000015212,ENSCPRG00005015535
CDON,ENSGALG00000035419,ENSGALG00010023809,ENSCPBG00000011161,ENSVKKG00000000685,ENSCPRG00005001015
CDPF1,ENSGALG00000028840,ENSGALG00010023068,ENSCPBG00000024277,ENSVKKG00000007857,ENSCPRG00005001702
CDR2,ENSGALG00000025743,ENSGALG00010019030,ENSCPBG00000019290,ENSVKKG00000007979,ENSCPRG00005005827
CDR2L,ENSGALG00000026295,ENSGALG00010029682,ENSCPBG00000028143,ENSVKKG00000013559,ENSCPRG00005003236
CDS1,ENSGALG00000011227,ENSGALG00010003456,"{'ENSCPBG00000002930', 'ENSCPBG00000005949'}",ENSVKKG00000009820,ENSCPRG00005015205
CDS2,ENSGALG00000030406,ENSGALG00010020362,ENSCPBG00000003128,ENSVKKG00000014848,ENSCPRG00005016351
CDT1,ENSGALG00000013784,ENSGALG00010007887,ENSCPBG00000023447,ENSVKKG00000014242,ENSCPRG00005007690
CDV3,ENSGALG00000032316,ENSGALG00010017163,ENSCPBG00000023058,ENSVKKG00000018079,ENSCPRG00005007427
CDX1,ENSGALG00000005679,ENSGALG00010013660,ENSCPBG00000010062,ENSVKKG00000004733,ENSCPRG00005012394
CDX4,"{'ENSGALG00000007656', 'ENSGALG00000007657'}","{'ENSGALG00010012068', 'ENSGALG00010012065'}","{'ENSCPBG00000014845', 'ENSCPBG00000014844'}",ENSVKKG00000010140,"{'ENSCPRG00005007327', 'ENSCPRG00005007318'}"
CDYL,ENSGALG00000012808,ENSGALG00010011247,ENSCPBG00000009008,ENSVKKG00000001393,ENSCPRG00005001031
CDYL2,ENSGALG00000012978,ENSGALG00010007817,ENSCPBG00000024003,ENSVKKG00000014207,ENSCPRG00005005831
CEBPA,ENSGALG00000047514,ENSGALG00010025039,ENSCPBG00000001223,ENSVKKG00000006160,
CEBPB,ENSGALG00000008014,ENSGALG00010014573,ENSCPBG00000015601,ENSVKKG00000003492,ENSCPRG00005004615
CEBPD,ENSGALG00000040180,ENSGALG00010005405,ENSCPBG00000020929,ENSVKKG00000006342,"{'ENSCPRG00005015317', 'ENSCPRG00005015316'}"
CEBPG,ENSGALG00000032365,ENSGALG00010025114,ENSCPBG00000001227,ENSVKKG00000006175,ENSCPRG00005004370
CEBPZ,ENSGALG00000040335,ENSGALG00010007090,ENSCPBG00000023684,ENSVKKG00000008735,ENSCPRG00005013468
CEBPZOS,ENSGALG00000052063,ENSGALG00010007033,ENSCPBG00000023688,ENSVKKG00000008730,ENSCPRG00005013465
CECR1,ENSGALG00000013031,ENSGALG00010011860,ENSCPBG00000028215,ENSVKKG00000016755,ENSCPRG00005013346
CECR2,ENSGALG00000013034,ENSGALG00010011637,ENSCPBG00000028218,ENSVKKG00000016749,ENSCPRG00005013308
CECR5,ENSGALG00000013026,ENSGALG00010011792,ENSCPBG00000028214,ENSVKKG00000016756,ENSCPRG00005013366
CEL,ENSGALG00000034436,ENSGALG00010028826,ENSCPBG00000021181,ENSVKKG00000002453,ENSCPRG00005007020
CELA1,ENSGALG00000034825,ENSGALG00010023813,"{'ENSCPBG00000018162', 'ENSCPBG00000018163'}",ENSVKKG00000015952,
CELA2A,ENSGALG00000004568,ENSGALG00010017555,"{'ENSCPBG00000023644', 'ENSCPBG00000023652'}",ENSVKKG00000009268,"{'ENSCPRG00005018544', 'ENSCPRG00005018564', 'ENSCPRG00005018555', 'ENSCPRG00005018548'}"
CELA3B,ENSGALG00000027189,ENSGALG00010017806,ENSCPBG00000007636,"{'ENSVKKG00000013597', 'ENSVKKG00000013595'}",
CELF1,ENSGALG00000008097,ENSGALG00010022161,ENSCPBG00000022914,ENSVKKG00000018447,ENSCPRG00005017370
CELF2,ENSGALG00000034590,ENSGALG00010005619,ENSCPBG00000027840,ENSVKKG00000009633,ENSCPRG00005001018
CELF3,"{'ENSGALG00000028478', 'ENSGALG00000048972'}","{'ENSGALG00010027999', 'ENSGALG00010028038'}",ENSCPBG00000008870,"{'ENSVKKG00000004554', 'ENSVKKG00000010452'}",
CELF4,"{'ENSGALG00000050344', 'ENSGALG00000002413'}",ENSGALG00010011379,"{'ENSCPBG00000005237', 'ENSCPBG00000005209'}","{'ENSVKKG00000010454', 'ENSVKKG00000010453'}","{'ENSCPRG00005015058', 'ENSCPRG00005015056'}"
CELF5,ENSGALG00000026716,ENSGALG00010027133,ENSCPBG00000010903,ENSVKKG00000006931,ENSCPRG00005011647
CELF6,ENSGALG00000031313,ENSGALG00010021523,"{'ENSCPBG00000006359', 'ENSCPBG00000015256'}",ENSVKKG00000007113,ENSCPRG00005005791
CELSR2,ENSGALG00000032750,ENSGALG00010024808,ENSCPBG00000010647,ENSVKKG00000006050,ENSCPRG00005004196
CEMIP,ENSGALG00000006413,ENSGALG00010019331,ENSCPBG00000007698,ENSVKKG00000017522,ENSCPRG00005016405
CEND1,ENSGALG00000032320,ENSGALG00010022130,ENSCPBG00000024130,ENSVKKG00000004433,ENSCPRG00005015134
CENPA,ENSGALG00000037735,ENSGALG00010003178,,ENSVKKG00000002287,
CENPC,ENSGALG00000011683,ENSGALG00010004837,ENSCPBG00000021901,,ENSCPRG00005006358
CENPE,ENSGALG00000013208,ENSGALG00010016956,ENSCPBG00000003706,,
CENPF,ENSGALG00000009690,ENSGALG00010019029,,"{'ENSVKKG00000000891', 'ENSVKKG00000015628'}",ENSCPRG00005000744
CENPH,ENSGALG00000014788,ENSGALG00010010809,ENSCPBG00000009340,,ENSCPRG00005017297
CENPI,ENSGALG00000005038,ENSGALG00010016129,ENSCPBG00000001322,ENSVKKG00000011889,ENSCPRG00005010055
CENPJ,ENSGALG00000017148,ENSGALG00010005324,ENSCPBG00000020917,ENSVKKG00000007223,ENSCPRG00005013218
CENPK,ENSGALG00000014753,ENSGALG00010012196,ENSCPBG00000026841,ENSVKKG00000005187,ENSCPRG00005017211
CENPL,ENSGALG00000038411,ENSGALG00010010756,ENSCPBG00000014737,ENSVKKG00000012131,ENSCPRG00005005230
CENPM,ENSGALG00000011914,ENSGALG00010010648,ENSCPBG00000020523,ENSVKKG00000016906,ENSCPRG00005019082
CENPN,ENSGALG00000013494,ENSGALG00010007859,ENSCPBG00000023991,ENSVKKG00000014209,
CENPO,ENSGALG00000016609,ENSGALG00010010766,ENSCPBG00000022278,ENSVKKG00000001354,ENSCPRG00005002732
CENPP,ENSGALG00000004687,ENSGALG00010027195,"{'ENSCPBG00000006781', 'ENSCPBG00000018457'}",ENSVKKG00000006678,"{'ENSCPRG00005019196', 'ENSCPRG00005019198'}"
CENPQ,ENSGALG00000016692,ENSGALG00010008101,ENSCPBG00000016356,,ENSCPRG00005001090
CENPT,ENSGALG00000028900,ENSGALG00010021841,ENSCPBG00000015842,,ENSCPRG00005000064
CENPU,ENSGALG00000020210,ENSGALG00010007038,ENSCPBG00000008437,,ENSCPRG00005000304
CENPV,ENSGALG00000004503,ENSGALG00010029733,ENSCPBG00000017200,ENSVKKG00000014116,ENSCPRG00005013147
CENPW,ENSGALG00000027454,ENSGALG00010006266,ENSCPBG00000018519,ENSVKKG00000004780,ENSCPRG00005005060
CEP104,ENSGALG00000000978,ENSGALG00010021259,ENSCPBG00000019398,ENSVKKG00000010289,ENSCPRG00005012311
CEP112,ENSGALG00000034989,ENSGALG00010029217,ENSCPBG00000009619,ENSVKKG00000007808,ENSCPRG00005018604
CEP120,ENSGALG00000005368,ENSGALG00010001306,ENSCPBG00000013575,ENSVKKG00000015354,ENSCPRG00005012069
CEP128,ENSGALG00000010562,ENSGALG00010004346,ENSCPBG00000001973,ENSVKKG00000016422,ENSCPRG00005005911
CEP131,ENSGALG00000006895,ENSGALG00010029531,ENSCPBG00000010453,ENSVKKG00000016396,ENSCPRG00005018343
CEP135,ENSGALG00000013776,ENSGALG00010015083,ENSCPBG00000025094,"{'ENSVKKG00000018126', 'ENSVKKG00000018125'}",ENSCPRG00005010459
CEP152,"{'ENSGALG00000052770', 'ENSGALG00000048828'}",ENSGALG00010020940,ENSCPBG00000024756,"{'ENSVKKG00000012526', 'ENSVKKG00000012528'}",ENSCPRG00005014611
CEP162,ENSGALG00000015836,ENSGALG00010002853,ENSCPBG00000019822,ENSVKKG00000008601,"{'ENSCPRG00005016627', 'ENSCPRG00005016624'}"
CEP164,ENSGALG00000007310,ENSGALG00010023223,ENSCPBG00000020780,,ENSCPRG00005000558
CEP170,ENSGALG00000010733,ENSGALG00010010897,ENSCPBG00000008802,ENSVKKG00000005867,ENSCPRG00005014277
CEP170B,"{'ENSGALG00000041565', 'ENSGALG00000011639'}","{'ENSGALG00010019967', 'ENSGALG00010008356'}","{'ENSCPBG00000020181', 'ENSCPBG00000020179'}",ENSVKKG00000000101,ENSCPRG00005015985
CEP19,ENSGALG00000006405,ENSGALG00010024781,ENSCPBG00000021380,ENSVKKG00000010876,ENSCPRG00005009535
CEP192,ENSGALG00000035625,ENSGALG00010001205,,ENSVKKG00000017622,ENSCPRG00005007681
CEP250,ENSGALG00000026151,ENSGALG00010021373,ENSCPBG00000003854,ENSVKKG00000015616,"{'ENSCPRG00005014012', 'ENSCPRG00005014008'}"
CEP290,"{'ENSGALG00000011177', 'ENSGALG00000051263', 'ENSGALG00000049176'}",ENSGALG00010011407,ENSCPBG00000000104,ENSVKKG00000017050,ENSCPRG00005002831
CEP350,ENSGALG00000003955,ENSGALG00010010882,ENSCPBG00000025778,ENSVKKG00000005298,ENSCPRG00005006465
CEP41,ENSGALG00000008103,ENSGALG00010006581,ENSCPBG00000017505,"{'ENSVKKG00000000364', 'ENSVKKG00000000375'}",ENSCPRG00005002252
CEP44,ENSGALG00000020201,ENSGALG00010002787,ENSCPBG00000024307,ENSVKKG00000016705,ENSCPRG00005011324
CEP55,ENSGALG00000006639,ENSGALG00010020370,ENSCPBG00000015571,ENSVKKG00000002091,ENSCPRG00005017070
CEP57,ENSGALG00000017201,ENSGALG00010008317,ENSCPBG00000024051,ENSVKKG00000009407,ENSCPRG00005015066
CEP57L1,ENSGALG00000015283,ENSGALG00010014210,ENSCPBG00000006325,ENSVKKG00000005422,ENSCPRG00005001707
CEP63,ENSGALG00000006632,ENSGALG00010024531,ENSCPBG00000000191,ENSVKKG00000007410,ENSCPRG00005009297
CEP68,ENSGALG00000008787,ENSGALG00010017594,ENSCPBG00000013240,ENSVKKG00000008151,ENSCPRG00005012992
CEP70,ENSGALG00000012087,ENSGALG00010020646,ENSCPBG00000013927,ENSVKKG00000003159,ENSCPRG00005003340
CEP76,ENSGALG00000013858,ENSGALG00010001197,ENSCPBG00000028398,ENSVKKG00000017618,ENSCPRG00005007767
CEP78,ENSGALG00000015179,ENSGALG00010015894,ENSCPBG00000019104,ENSVKKG00000010265,ENSCPRG00005006576
CEP83,ENSGALG00000019336,ENSGALG00010010573,ENSCPBG00000001696,ENSVKKG00000014467,ENSCPRG00005002102
CEP85,ENSGALG00000042624,ENSGALG00010013365,ENSCPBG00000025023,ENSVKKG00000005853,ENSCPRG00005004237
CEP85L,ENSGALG00000014892,ENSGALG00010015123,ENSCPBG00000018810,ENSVKKG00000004993,ENSCPRG00005004358
CEP89,ENSGALG00000004756,ENSGALG00010024852,ENSCPBG00000000457,ENSVKKG00000011531,ENSCPRG00005004305
CEP95,ENSGALG00000003540,ENSGALG00010029306,ENSCPBG00000009235,ENSVKKG00000004025,ENSCPRG00005000605
CEP97,ENSGALG00000015342,ENSGALG00010006073,ENSCPBG00000004478,ENSVKKG00000017226,ENSCPRG00005010823
CEPT1,ENSGALG00000000142,ENSGALG00010024627,ENSCPBG00000010096,ENSVKKG00000015778,ENSCPRG00005006113
CER1,ENSGALG00000005434,ENSGALG00010016448,ENSCPBG00000025348,ENSVKKG00000014643,ENSCPRG00005001332
CERCAM,ENSGALG00000004986,ENSGALG00010028102,ENSCPBG00000025202,"{'ENSVKKG00000004654', 'ENSVKKG00000017560'}",ENSCPRG00005000369
CERK,ENSGALG00000019397,ENSGALG00010008010,ENSCPBG00000011667,ENSVKKG00000016220,ENSCPRG00005011604
CERKL,"{'ENSGALG00000008910', 'ENSGALG00000048686'}",ENSGALG00010026044,ENSCPBG00000001652,"{'ENSVKKG00000000065', 'ENSVKKG00000000167'}","{'ENSCPRG00005013458', 'ENSCPRG00005013463'}"
CERS1,ENSGALG00000003160,ENSGALG00010028172,ENSCPBG00000012508,ENSVKKG00000011827,ENSCPRG00005015722
CERS2,ENSGALG00000039141,ENSGALG00010028577,ENSCPBG00000008726,ENSVKKG00000004049,ENSCPRG00005004837
CERS3,ENSGALG00000014624,ENSGALG00010018916,ENSCPBG00000019593,ENSVKKG00000008630,ENSCPRG00005017704
CERS4,ENSGALG00000043352,"{'ENSGALG00010028333', 'ENSGALG00010028283'}","{'ENSCPBG00000021306', 'ENSCPBG00000021303'}",ENSVKKG00000007946,
CERS5,ENSGALG00000039734,ENSGALG00010023127,ENSCPBG00000019389,ENSVKKG00000005551,ENSCPRG00005003606
CERS6,ENSGALG00000010902,ENSGALG00010025404,ENSCPBG00000007053,ENSVKKG00000018255,ENSCPRG00005015825
CES1,"{'ENSGALG00000054822', 'ENSGALG00000048343', 'ENSGALG00000051582', 'ENSGALG00000050831'}","{'ENSGALG00010010494', 'ENSGALG00010009525'}",ENSCPBG00000001574,,ENSCPRG00005004933
CES5A,ENSGALG00000038923,ENSGALG00010009619,"{'ENSCPBG00000012103', 'ENSCPBG00000001583', 'ENSCPBG00000005118', 'ENSCPBG00000005121'}",ENSVKKG00000013718,"{'ENSCPRG00005005010', 'ENSCPRG00005005056', 'ENSCPRG00005005246'}"
CETN2,"{'ENSGALG00000007510', 'ENSGALG00000026741'}","{'ENSGALG00010012469', 'ENSGALG00010004225'}","{'ENSCPBG00000024651', 'ENSCPBG00000004946'}","{'ENSVKKG00000018338', 'ENSVKKG00000007614', 'ENSVKKG00000014617'}","{'ENSCPRG00005004679', 'ENSCPRG00005007149'}"
CETN3,ENSGALG00000014648,ENSGALG00010013696,ENSCPBG00000010605,ENSVKKG00000011648,ENSCPRG00005002682
CETP,ENSGALG00000001234,ENSGALG00010021935,ENSCPBG00000011922,ENSVKKG00000003759,
CFAP20,ENSGALG00000032634,ENSGALG00010023178,ENSCPBG00000026938,ENSVKKG00000010143,ENSCPRG00005015139
CFAP206,ENSGALG00000015810,ENSGALG00010003766,ENSCPBG00000019884,"{'ENSVKKG00000008808', 'ENSVKKG00000008805'}",ENSCPRG00005016762
CFAP221,ENSGALG00000012100,ENSGALG00010020680,ENSCPBG00000013931,ENSVKKG00000003172,ENSCPRG00005003346
CFAP36,ENSGALG00000037504,ENSGALG00010016865,ENSCPBG00000020882,ENSVKKG00000010655,ENSCPRG00005013847
CFAP43,ENSGALG00000036896,ENSGALG00010021352,ENSCPBG00000024387,ENSVKKG00000000422,ENSCPRG00005012405
CFAP44,"{'ENSGALG00000054317', 'ENSGALG00000042577'}",ENSGALG00010004386,ENSCPBG00000003165,ENSVKKG00000017298,ENSCPRG00005004019
CFAP45,ENSGALG00000043885,ENSGALG00010028689,ENSCPBG00000011874,ENSVKKG00000006543,
CFAP58,ENSGALG00000008417,ENSGALG00010021455,ENSCPBG00000024380,ENSVKKG00000000502,ENSCPRG00005012375
CFAP61,"{'ENSGALG00000008416', 'ENSGALG00000049282'}",ENSGALG00010018264,ENSCPBG00000023506,ENSVKKG00000004419,ENSCPRG00005010399
CFAP69,ENSGALG00000009026,ENSGALG00010004609,ENSCPBG00000021566,ENSVKKG00000003673,ENSCPRG00005012425
CFAP97,ENSGALG00000010611,ENSGALG00010005858,ENSCPBG00000008512,ENSVKKG00000015947,ENSCPRG00005000362
CFAP99,ENSGALG00000015685,ENSGALG00010017561,ENSCPBG00000013837,ENSVKKG00000004801,ENSCPRG00005001738
CFD,ENSGALG00000040832,ENSGALG00010027425,ENSCPBG00000011319,ENSVKKG00000006990,ENSCPRG00005015055
CFDP1,ENSGALG00000002853,ENSGALG00010023455,ENSCPBG00000021460,ENSVKKG00000005061,ENSCPRG00005002463
CFH,ENSGALG00000002431,ENSGALG00010012436,"{'ENSCPBG00000028261', 'ENSCPBG00000028263'}","{'ENSVKKG00000005160', 'ENSVKKG00000003278', 'ENSVKKG00000003276', 'ENSVKKG00000005157'}",ENSCPRG00005000234
CFI,ENSGALG00000012126,ENSGALG00010003845,ENSCPBG00000004299,"{'ENSVKKG00000010141', 'ENSVKKG00000010469'}",ENSCPRG00005005629
CFL2,ENSGALG00000010027,ENSGALG00010006653,ENSCPBG00000026192,ENSVKKG00000012491,ENSCPRG00005003558
CFLAR,ENSGALG00000008240,ENSGALG00010024876,"{'ENSCPBG00000011723', 'ENSCPBG00000008092'}",ENSVKKG00000007234,ENSCPRG00005008361
CFTR,ENSGALG00000032986,ENSGALG00010001202,ENSCPBG00000007379,ENSVKKG00000014893,ENSCPRG00005010391
CG-16,ENSGALG00000042020,ENSGALG00010004040,ENSCPBG00000019425,"{'ENSVKKG00000009656', 'ENSVKKG00000003041'}",
CGA,ENSGALG00000015824,ENSGALG00010003840,ENSCPBG00000005913,ENSVKKG00000008794,ENSCPRG00005016745
CGGBP1,ENSGALG00000015400,ENSGALG00010006205,ENSCPBG00000005521,ENSVKKG00000012536,ENSCPRG00005009744
CGNL1,ENSGALG00000004294,ENSGALG00010023126,ENSCPBG00000004924,ENSVKKG00000017382,ENSCPRG00005011575
CGRRF1,ENSGALG00000012206,ENSGALG00010018847,ENSCPBG00000020065,ENSVKKG00000001676,ENSCPRG00005018711
CH25H,ENSGALG00000006352,ENSGALG00010022134,ENSCPBG00000026502,ENSVKKG00000005001,ENSCPRG00005017776
CHAC1,ENSGALG00000027874,ENSGALG00010022412,ENSCPBG00000013506,ENSVKKG00000009481,ENSCPRG00005018613
CHAC2,ENSGALG00000008182,ENSGALG00010019992,ENSCPBG00000012760,ENSVKKG00000010173,ENSCPRG00005014372
CHAD,ENSGALG00000019761,ENSGALG00010029651,ENSCPBG00000028183,ENSVKKG00000014478,ENSCPRG00005002459
CHADL,ENSGALG00000011970,ENSGALG00010012832,ENSCPBG00000021171,ENSVKKG00000016800,ENSCPRG00005019059
CHAF1A,ENSGALG00000001126,ENSGALG00010027202,ENSCPBG00000011068,ENSVKKG00000001174,ENSCPRG00005008804
CHAF1B,ENSGALG00000016042,ENSGALG00010013082,ENSCPBG00000005207,ENSVKKG00000015984,ENSCPRG00005015702
CHAMP1,ENSGALG00000016813,ENSGALG00010013398,ENSCPBG00000022851,ENSVKKG00000008731,ENSCPRG00005016169
CHAT,ENSGALG00000002289,ENSGALG00010010839,ENSCPBG00000007694,ENSVKKG00000008584,ENSCPRG00005010336
CHCHD1,ENSGALG00000028809,ENSGALG00010021197,ENSCPBG00000020663,,ENSCPRG00005004509
CHCHD10,ENSGALG00000028810,ENSGALG00010025985,ENSCPBG00000000919,ENSVKKG00000005351,ENSCPRG00005001567
CHCHD2,ENSGALG00000002495,ENSGALG00010029657,ENSCPBG00000014871,ENSVKKG00000005704,ENSCPRG00005007979
CHCHD3,ENSGALG00000006489,ENSGALG00010005317,"{'ENSCPBG00000014500', 'ENSCPBG00000017762'}",ENSVKKG00000010351,ENSCPRG00005001842
CHCHD4,ENSGALG00000006328,ENSGALG00010021227,ENSCPBG00000014513,ENSVKKG00000003775,ENSCPRG00005017745
CHCHD5,ENSGALG00000030457,ENSGALG00010002597,ENSCPBG00000000505,ENSVKKG00000009049,ENSCPRG00005013344
CHCHD6,ENSGALG00000006056,ENSGALG00010028196,ENSCPBG00000014388,ENSVKKG00000002440,ENSCPRG00005018101
CHCHD7,ENSGALG00000043676,ENSGALG00010003980,ENSCPBG00000004880,ENSVKKG00000000520,ENSCPRG00005016355
CHD1,"{'ENSGALG00000014642', 'ENSGALG00000031327'}","{'ENSGALG00010012470', 'ENSGALG00010012437'}",ENSCPBG00000015831,ENSVKKG00000007735,ENSCPRG00005005376
CHD1L,ENSGALG00000015038,ENSGALG00010025448,ENSCPBG00000002600,ENSVKKG00000010434,ENSCPRG00005003632
CHD2,ENSGALG00000006949,ENSGALG00010018539,ENSCPBG00000018049,ENSVKKG00000017518,ENSCPRG00005017236
CHD3,"{'ENSGALG00000054294', 'ENSGALG00000052319', 'ENSGALG00000052114'}",ENSGALG00010000141,"{'ENSCPBG00000011917', 'ENSCPBG00000011966'}",ENSVKKG00000018678,
CHD4,"{'ENSGALG00000046776', 'ENSGALG00000013565'}",ENSGALG00010022093,ENSCPBG00000027716,ENSVKKG00000003634,ENSCPRG00005006161
CHD5,"{'ENSGALG00000050127', 'ENSGALG00000052114', 'ENSGALG00000047610', 'ENSGALG00000054294', 'ENSGALG00000000747'}",ENSGALG00010019284,ENSCPBG00000019363,ENSVKKG00000006358,ENSCPRG00005011501
CHD6,ENSGALG00000032417,ENSGALG00010024457,ENSCPBG00000019382,ENSVKKG00000013736,ENSCPRG00005014515
CHD7,ENSGALG00000041080,ENSGALG00010002626,ENSCPBG00000021517,ENSVKKG00000003358,ENSCPRG00005016680
CHD8,"{'ENSGALG00000054496', 'ENSGALG00000036191', 'ENSGALG00000051049'}",ENSGALG00010000350,ENSCPBG00000012687,ENSVKKG00000012510,
CHD9,ENSGALG00000039178,ENSGALG00010021789,ENSCPBG00000012459,ENSVKKG00000003603,ENSCPRG00005003455
CHDC2,ENSGALG00000016268,ENSGALG00010002331,ENSCPBG00000024706,ENSVKKG00000015836,ENSCPRG00005003012
CHDH,ENSGALG00000005363,ENSGALG00010027863,ENSCPBG00000021433,ENSVKKG00000009791,ENSCPRG00005019003
