ref_komodo_stable_id,komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,turtle_painted_orthology,crocodile_stable_id,crocodile_name,crocodile_orthology,chicken_grcg6a_stable_id,chicken_grcg6a_name,chicken_grcg6a_orthology,human_stable_id,human_name,human_orthology,mouse_stable_id,mouse_name,mouse_orthology
ENSVKKG00000003484,ENSVKKG00000003484,ADCY7,ENSCPBG00000015953,ADCY7,ortholog_one2one,ENSCPRG00005003595,ADCY7,ortholog_one2one,ENSGALG00000003837,ADCY7,ortholog_one2one,ENSG00000121281,ADCY7,ortholog_one2one,ENSMUSG00000031659,Adcy7,ortholog_one2one
ENSVKKG00000003485,ENSVKKG00000003485,,ENSCPBG00000025553,,ortholog_one2one,,,,,,,ENSG00000205978,NYNRIN,ortholog_one2one,ENSMUSG00000075592,Nynrin,ortholog_one2one
ENSVKKG00000003490,ENSVKKG00000003490,RIPOR3,ENSCPBG00000015606,RIPOR3,ortholog_one2one,ENSCPRG00005004627,RIPOR3,ortholog_one2one,ENSGALG00000008005,RIPOR3,ortholog_one2one,ENSG00000042062,RIPOR3,ortholog_one2one,ENSMUSG00000074577,Ripor3,ortholog_one2one
ENSVKKG00000003492,ENSVKKG00000003492,CEBPB,ENSCPBG00000015601,CEBPB,ortholog_one2one,ENSCPRG00005004615,CEBPB,ortholog_one2one,ENSGALG00000008014,CEBPB,ortholog_one2one,ENSG00000172216,CEBPB,ortholog_one2one,ENSMUSG00000056501,Cebpb,ortholog_one2one
ENSVKKG00000003498,ENSVKKG00000003498,,ENSCPBG00000015934,SNX20,ortholog_one2one,ENSCPRG00005003533,SNX20,ortholog_one2one,ENSGALG00000038374,SNX20,ortholog_one2one,ENSG00000167208,SNX20,ortholog_one2one,ENSMUSG00000031662,Snx20,ortholog_one2one
ENSVKKG00000003500,ENSVKKG00000003500,,ENSCPBG00000015595,,ortholog_one2one,ENSCPRG00005004597,,ortholog_one2one,,,,,,,,,
ENSVKKG00000003501,ENSVKKG00000003501,SLC9A8,ENSCPBG00000015593,SLC9A8,ortholog_one2one,ENSCPRG00005004589,SLC9A8,ortholog_one2one,ENSGALG00000008045,SLC9A8,ortholog_one2one,ENSG00000197818,SLC9A8,ortholog_one2one,ENSMUSG00000039463,Slc9a8,ortholog_one2one
ENSVKKG00000003504,ENSVKKG00000003504,KCNB1,ENSCPBG00000026727,KCNB1,ortholog_one2one,ENSCPRG00005008630,KCNB1,ortholog_one2one,ENSGALG00000004758,KCNB1,ortholog_one2one,ENSG00000158445,KCNB1,ortholog_one2one,ENSMUSG00000050556,Kcnb1,ortholog_one2one
ENSVKKG00000003506,ENSVKKG00000003506,,ENSCPBG00000026728,,ortholog_one2one,ENSCPRG00005008634,,ortholog_one2one,ENSGALG00000040269,,ortholog_one2one,,,,,,
ENSVKKG00000003509,ENSVKKG00000003509,,ENSCPBG00000018906,,ortholog_one2one,,,,,,,,,,,,
ENSVKKG00000003512,ENSVKKG00000003512,CYLD,ENSCPBG00000015931,CYLD,ortholog_one2one,ENSCPRG00005003515,CYLD,ortholog_one2one,ENSGALG00000003753,CYLD,ortholog_one2one,ENSG00000083799,CYLD,ortholog_one2one,ENSMUSG00000036712,Cyld,ortholog_one2one
ENSVKKG00000003513,ENSVKKG00000003513,PRICKLE1,ENSCPBG00000015499,PRICKLE1,ortholog_one2one,ENSCPRG00005009295,PRICKLE1,ortholog_one2one,ENSGALG00000009556,PRICKLE1,ortholog_one2one,ENSG00000139174,PRICKLE1,ortholog_one2one,ENSMUSG00000036158,Prickle1,ortholog_one2one
ENSVKKG00000003518,ENSVKKG00000003518,TOX3,ENSCPBG00000015917,TOX3,ortholog_one2one,ENSCPRG00005003482,TOX3,ortholog_one2one,ENSGALG00000034649,TOX3,ortholog_one2one,ENSG00000103460,TOX3,ortholog_one2one,ENSMUSG00000043668,Tox3,ortholog_one2one
ENSVKKG00000003519,ENSVKKG00000003519,PPHLN1,ENSCPBG00000015505,PPHLN1,ortholog_one2one,ENSCPRG00005009302,PPHLN1,ortholog_one2one,ENSGALG00000009547,PPHLN1,ortholog_one2one,ENSG00000134283,PPHLN1,ortholog_one2one,"{'ENSMUSG00000036167', 'ENSMUSG00000079737'}","{'Pphln1', '3110001I22Rik'}",ortholog_one2many
ENSVKKG00000003524,ENSVKKG00000003524,DYSF,ENSCPBG00000020149,DYSF,ortholog_one2one,,,,ENSGALG00000016105,DYSF,ortholog_one2one,ENSG00000135636,DYSF,ortholog_one2one,ENSMUSG00000033788,Dysf,ortholog_one2one
ENSVKKG00000003526,ENSVKKG00000003526,STAU1,ENSCPBG00000026741,STAU1,ortholog_one2one,ENSCPRG00005008650,STAU1,ortholog_one2one,ENSGALG00000004736,STAU1,ortholog_one2one,ENSG00000124214,STAU1,ortholog_one2one,ENSMUSG00000039536,Stau1,ortholog_one2one
ENSVKKG00000003528,ENSVKKG00000003528,CSE1L,ENSCPBG00000026743,CSE1L,ortholog_one2one,ENSCPRG00005008665,CSE1L,ortholog_one2one,ENSGALG00000004707,CSE1L,ortholog_one2one,ENSG00000124207,CSE1L,ortholog_one2one,ENSMUSG00000002718,Cse1l,ortholog_one2one
ENSVKKG00000003532,ENSVKKG00000003532,SULF2,ENSCPBG00000026750,SULF2,ortholog_one2one,ENSCPRG00005010196,SULF2,ortholog_one2one,ENSGALG00000004593,SULF2,ortholog_one2one,ENSG00000196562,SULF2,ortholog_one2one,ENSMUSG00000006800,Sulf2,ortholog_one2one
ENSVKKG00000003539,ENSVKKG00000003539,EYA2,ENSCPBG00000026754,EYA2,ortholog_one2one,ENSCPRG00005011632,EYA2,ortholog_one2one,ENSGALG00000004508,EYA2,ortholog_one2one,ENSG00000064655,EYA2,ortholog_one2one,ENSMUSG00000017897,Eya2,ortholog_one2one
ENSVKKG00000003543,ENSVKKG00000003543,SLC13A3,ENSCPBG00000026760,SLC13A3,ortholog_one2one,ENSCPRG00005011662,SLC13A3,ortholog_one2one,ENSGALG00000054473,SLC13A3,ortholog_one2one,ENSG00000158296,SLC13A3,ortholog_one2one,ENSMUSG00000018459,Slc13a3,ortholog_one2one
ENSVKKG00000003544,ENSVKKG00000003544,OCSTAMP,ENSCPBG00000026761,OCSTAMP,ortholog_one2one,ENSCPRG00005011675,OCSTAMP,ortholog_one2one,,,,ENSG00000149635,OCSTAMP,ortholog_one2one,ENSMUSG00000027670,Ocstamp,ortholog_one2one
ENSVKKG00000003547,ENSVKKG00000003547,OSER1,ENSCPBG00000026766,OSER1,ortholog_one2one,ENSCPRG00005011693,OSER1,ortholog_one2one,ENSGALG00000004321,OSER1,ortholog_one2one,ENSG00000132823,OSER1,ortholog_one2one,ENSMUSG00000035399,Oser1,ortholog_one2one
ENSVKKG00000003551,ENSVKKG00000003551,,ENSCPBG00000006467,UBE2D2,ortholog_one2many,,,,ENSGALG00000038128,UBE2D2,ortholog_one2many,ENSG00000131508,UBE2D2,ortholog_one2many,ENSMUSG00000091896,Ube2d2a,ortholog_one2many
ENSVKKG00000003554,ENSVKKG00000003554,PNPLA8,ENSCPBG00000026288,PNPLA8,ortholog_one2one,ENSCPRG00005009762,PNPLA8,ortholog_one2one,ENSGALG00000009505,PNPLA8,ortholog_one2one,ENSG00000135241,PNPLA8,ortholog_one2one,ENSMUSG00000036257,Pnpla8,ortholog_one2one
ENSVKKG00000003556,ENSVKKG00000003556,B3GNT7,ENSCPBG00000016449,B3GNT7,ortholog_one2one,ENSCPRG00005012107,B3GNT7,ortholog_one2one,ENSGALG00000007701,B3GNT7,ortholog_one2one,ENSG00000156966,B3GNT7,ortholog_one2one,ENSMUSG00000079445,B3gnt7,ortholog_one2one
ENSVKKG00000003557,ENSVKKG00000003557,RPS6KA2,ENSCPBG00000012629,RPS6KA2,ortholog_one2one,ENSCPRG00005017518,RPS6KA2,ortholog_one2one,ENSGALG00000011473,RPS6KA2,ortholog_one2one,ENSG00000071242,RPS6KA2,ortholog_one2one,ENSMUSG00000023809,Rps6ka2,ortholog_one2one
ENSVKKG00000003559,ENSVKKG00000003559,RPP38,ENSCPBG00000004721,RPP38,ortholog_one2one,ENSCPRG00005011674,RPP38,ortholog_one2one,ENSGALG00000008794,RPP38,ortholog_one2one,ENSG00000152464,RPP38,ortholog_one2one,ENSMUSG00000049950,Rpp38,ortholog_one2one
ENSVKKG00000003562,ENSVKKG00000003562,ACBD7,"{'ENSCPBG00000004715', 'ENSCPBG00000004097'}",,ortholog_one2many,ENSCPRG00005011680,ACBD7,ortholog_one2one,ENSGALG00000019663,ACBD7,ortholog_one2one,ENSG00000176244,ACBD7,ortholog_one2one,ENSMUSG00000026644,Acbd7,ortholog_one2one
ENSVKKG00000003565,ENSVKKG00000003565,CROT,ENSCPBG00000021238,CROT,ortholog_one2one,ENSCPRG00005011686,CROT,ortholog_one2one,ENSGALG00000008813,CROT,ortholog_one2one,ENSG00000005469,CROT,ortholog_one2one,ENSMUSG00000003623,Crot,ortholog_one2one
ENSVKKG00000003567,ENSVKKG00000003567,ABCB4,ENSCPBG00000021237,ABCB4,ortholog_one2one,ENSCPRG00005011694,ABCB4,ortholog_one2one,ENSGALG00000053916,ABCB1,ortholog_one2one,ENSG00000005471,ABCB4,ortholog_one2one,ENSMUSG00000042476,Abcb4,ortholog_one2one
ENSVKKG00000003568,ENSVKKG00000003568,,ENSCPBG00000016444,,ortholog_one2one,ENSCPRG00005012078,,ortholog_one2one,ENSGALG00000032930,NCL,ortholog_one2one,,,,,,
ENSVKKG00000003576,ENSVKKG00000003576,CLMN,ENSCPBG00000009897,CLMN,ortholog_one2one,ENSCPRG00005009308,CLMN,ortholog_one2one,ENSGALG00000030719,CLMN,ortholog_one2one,ENSG00000165959,CLMN,ortholog_one2one,ENSMUSG00000021097,Clmn,ortholog_one2one
ENSVKKG00000003577,ENSVKKG00000003577,RAB3A,ENSCPBG00000012930,RAB3A,ortholog_one2one,ENSCPRG00005015806,RAB3A,ortholog_one2one,ENSGALG00000030068,RAB3A,ortholog_one2one,ENSG00000105649,RAB3A,ortholog_one2one,ENSMUSG00000031840,Rab3a,ortholog_one2one
ENSVKKG00000003583,ENSVKKG00000003583,PDE6D,ENSCPBG00000016438,PDE6D,ortholog_one2one,ENSCPRG00005012058,PDE6D,ortholog_one2one,ENSGALG00000033062,PDE6D,ortholog_one2one,ENSG00000156973,PDE6D,ortholog_one2one,ENSMUSG00000026239,Pde6d,ortholog_one2one
ENSVKKG00000003588,ENSVKKG00000003588,,ENSCPBG00000025326,FAM189A2,ortholog_one2many,ENSCPRG00005005585,FAM189A2,ortholog_one2many,ENSGALG00000015110,FAM189A2,ortholog_one2many,ENSG00000135063,FAM189A2,ortholog_one2many,ENSMUSG00000071604,Fam189a2,ortholog_one2many
ENSVKKG00000003594,ENSVKKG00000003594,,ENSCPBG00000010082,CD74,ortholog_one2one,ENSCPRG00005012582,CD74,ortholog_one2one,ENSGALG00000004594,CD74,ortholog_one2one,ENSG00000019582,CD74,ortholog_one2one,ENSMUSG00000024610,Cd74,ortholog_one2one
ENSVKKG00000003598,ENSVKKG00000003598,TEKT1,ENSCPBG00000014813,TEKT1,ortholog_one2one,ENSCPRG00005008099,TEKT1,ortholog_one2one,ENSGALG00000006064,TEKT1,ortholog_one2one,ENSG00000167858,TEKT1,ortholog_one2one,ENSMUSG00000020799,Tekt1,ortholog_one2one
ENSVKKG00000003601,ENSVKKG00000003601,XAF1,ENSCPBG00000014804,XAF1,ortholog_one2one,ENSCPRG00005008105,XAF1,ortholog_one2one,ENSGALG00000005928,XAF1,ortholog_one2one,ENSG00000132530,XAF1,ortholog_one2one,ENSMUSG00000040483,Xaf1,ortholog_one2one
ENSVKKG00000003603,ENSVKKG00000003603,CHD9,ENSCPBG00000012459,CHD9,ortholog_one2one,ENSCPRG00005003455,CHD9,ortholog_one2one,ENSGALG00000039178,CHD9,ortholog_one2one,ENSG00000177200,CHD9,ortholog_one2one,ENSMUSG00000056608,Chd9,ortholog_one2one
ENSVKKG00000003605,ENSVKKG00000003605,,ENSCPBG00000014802,SLC13A5,ortholog_one2one,ENSCPRG00005008210,,ortholog_one2one,ENSGALG00000005995,SLC13A5,ortholog_one2one,ENSG00000141485,SLC13A5,ortholog_one2one,ENSMUSG00000020805,Slc13a5,ortholog_one2one
ENSVKKG00000003606,ENSVKKG00000003606,MED31,ENSCPBG00000014799,MED31,ortholog_one2one,,,,ENSGALG00000030401,MED31,ortholog_one2one,ENSG00000108590,MED31,ortholog_one2one,ENSMUSG00000020801,Med31,ortholog_one2one
ENSVKKG00000003608,ENSVKKG00000003608,TXNDC17,ENSCPBG00000014798,TXNDC17,ortholog_one2one,ENSCPRG00005008779,TXNDC17,ortholog_one2one,ENSGALG00000027950,TXNDC17,ortholog_one2one,ENSG00000129235,TXNDC17,ortholog_one2one,ENSMUSG00000020803,Txndc17,ortholog_one2one
ENSVKKG00000003610,ENSVKKG00000003610,ATG2B,ENSCPBG00000024115,ATG2B,ortholog_one2one,ENSCPRG00005009452,ATG2B,ortholog_one2one,ENSGALG00000042088,ATG2B,ortholog_one2one,ENSG00000066739,ATG2B,ortholog_one2one,ENSMUSG00000041341,Atg2b,ortholog_one2one
ENSVKKG00000003612,ENSVKKG00000003612,ALAS2,ENSCPBG00000016628,ALAS2,ortholog_one2one,,,,,,,ENSG00000158578,ALAS2,ortholog_one2one,ENSMUSG00000025270,Alas2,ortholog_one2one
ENSVKKG00000003614,ENSVKKG00000003614,PITPNM3,ENSCPBG00000014157,PITPNM3,ortholog_one2one,ENSCPRG00005008791,PITPNM3,ortholog_one2one,ENSGALG00000006034,PITPNM3,ortholog_one2one,ENSG00000091622,PITPNM3,ortholog_one2one,ENSMUSG00000040543,Pitpnm3,ortholog_one2one
ENSVKKG00000003615,ENSVKKG00000003615,USP5,ENSCPBG00000005073,USP5,ortholog_one2one,ENSCPRG00005005162,USP5,ortholog_one2one,ENSGALG00000014525,USP5,ortholog_one2one,ENSG00000111667,USP5,ortholog_one2one,ENSMUSG00000038429,Usp5,ortholog_one2one
ENSVKKG00000003617,ENSVKKG00000003617,,,,,,,,"{'ENSGALG00000054196', 'ENSGALG00000049551', 'ENSGALG00000014585', 'ENSGALG00000053121'}",,ortholog_one2many,"{'ENSG00000108688', 'ENSG00000108691', 'ENSG00000172156', 'ENSG00000181374', 'ENSG00000108700'}","{'CCL13', 'CCL2', 'CCL7', 'CCL11', 'CCL8'}",ortholog_one2many,"{'ENSMUSG00000020676', 'ENSMUSG00000035352', 'ENSMUSG00000035373', 'ENSMUSG00000009185', 'ENSMUSG00000035385'}","{'Ccl2', 'Ccl7', 'Ccl11', 'Ccl8', 'Ccl12'}",ortholog_one2many
ENSVKKG00000003632,ENSVKKG00000003632,LPAR5,ENSCPBG00000027715,LPAR5,ortholog_one2one,ENSCPRG00005005932,LPAR5,ortholog_one2one,ENSGALG00000014455,LPAR5,ortholog_one2one,ENSG00000184574,LPAR5,ortholog_one2one,ENSMUSG00000067714,Lpar5,ortholog_one2one
ENSVKKG00000003640,ENSVKKG00000003640,FKBP6,ENSCPBG00000009686,FKBP6,ortholog_one2one,ENSCPRG00005006637,FKBP6,ortholog_one2one,ENSGALG00000029211,FKBP6,ortholog_one2one,ENSG00000077800,FKBP6,ortholog_one2one,ENSMUSG00000040013,Fkbp6,ortholog_one2one
ENSVKKG00000003643,ENSVKKG00000003643,IFFO1,ENSCPBG00000027730,IFFO1,ortholog_one2one,ENSCPRG00005007699,IFFO1,ortholog_one2one,ENSGALG00000014443,IFFO1,ortholog_one2one,ENSG00000010295,IFFO1,ortholog_one2one,ENSMUSG00000038271,Iffo1,ortholog_one2one
ENSVKKG00000003650,ENSVKKG00000003650,SRI,ENSCPBG00000021246,SRI,ortholog_one2one,ENSCPRG00005012233,SRI,ortholog_one2one,ENSGALG00000008985,SRI,ortholog_one2one,ENSG00000075142,SRI,ortholog_one2one,ENSMUSG00000003161,Sri,ortholog_one2one
ENSVKKG00000003651,ENSVKKG00000003651,NCAPD2,,,,ENSCPRG00005007847,NCAPD2,ortholog_one2one,ENSGALG00000039448,NCAPD2,ortholog_one2one,ENSG00000010292,NCAPD2,ortholog_one2one,ENSMUSG00000038252,Ncapd2,ortholog_one2one
ENSVKKG00000003654,ENSVKKG00000003654,STEAP4,ENSCPBG00000021245,STEAP4,ortholog_one2one,ENSCPRG00005012256,STEAP4,ortholog_one2one,ENSGALG00000008997,STEAP4,ortholog_one2one,ENSG00000127954,STEAP4,ortholog_one2one,ENSMUSG00000012428,Steap4,ortholog_one2one
ENSVKKG00000003658,ENSVKKG00000003658,PCBD1,ENSCPBG00000025923,PCBD1,ortholog_one2one,ENSCPRG00005009234,PCBD1,ortholog_one2one,ENSGALG00000027835,PCBD1,ortholog_one2one,ENSG00000166228,PCBD1,ortholog_one2one,ENSMUSG00000020098,Pcbd1,ortholog_one2one
ENSVKKG00000003660,ENSVKKG00000003660,CCDC25,ENSCPBG00000010622,CCDC25,ortholog_one2one,ENSCPRG00005003117,CCDC25,ortholog_one2one,ENSGALG00000016586,CCDC25,ortholog_one2one,ENSG00000147419,CCDC25,ortholog_one2one,ENSMUSG00000022035,Ccdc25,ortholog_one2one
ENSVKKG00000003663,ENSVKKG00000003663,MRPL51,ENSCPBG00000000417,,ortholog_one2one,ENSCPRG00005008007,MRPL51,ortholog_one2one,ENSGALG00000014435,MRPL51,ortholog_one2one,ENSG00000111639,MRPL51,ortholog_one2one,ENSMUSG00000030335,Mrpl51,ortholog_one2one
ENSVKKG00000003664,ENSVKKG00000003664,SGPL1,ENSCPBG00000025922,SGPL1,ortholog_one2one,ENSCPRG00005009241,SGPL1,ortholog_one2one,ENSGALG00000004553,SGPL1,ortholog_one2one,ENSG00000166224,SGPL1,ortholog_one2one,ENSMUSG00000020097,Sgpl1,ortholog_one2one
ENSVKKG00000003674,ENSVKKG00000003674,BAZ1B,ENSCPBG00000009675,BAZ1B,ortholog_one2one,ENSCPRG00005006610,BAZ1B,ortholog_one2one,ENSGALG00000029408,BAZ1B,ortholog_one2one,ENSG00000009954,BAZ1B,ortholog_one2one,ENSMUSG00000002748,Baz1b,ortholog_one2one
ENSVKKG00000003684,ENSVKKG00000003684,,ENSCPBG00000006727,ACOT9,ortholog_one2many,ENSCPRG00005003932,ACOT9,ortholog_one2many,ENSGALG00000016351,ACOT9,ortholog_one2many,ENSG00000123130,ACOT9,ortholog_one2many,"{'ENSMUSG00000025287', 'ENSMUSG00000047565'}","{'Acot10', 'Acot9'}",ortholog_many2many
ENSVKKG00000003692,ENSVKKG00000003692,TBL2,ENSCPBG00000009901,TBL2,ortholog_one2one,ENSCPRG00005006583,TBL2,ortholog_one2one,ENSGALG00000031263,TBL2,ortholog_one2one,ENSG00000106638,TBL2,ortholog_one2one,ENSMUSG00000005374,Tbl2,ortholog_one2one
ENSVKKG00000003693,ENSVKKG00000003693,CLDN12,ENSCPBG00000021565,CLDN12,ortholog_one2one,ENSCPRG00005012468,CLDN12,ortholog_one2one,ENSGALG00000054178,CLDN12,ortholog_one2one,ENSG00000157224,CLDN12,ortholog_one2one,ENSMUSG00000046798,Cldn12,ortholog_one2one
ENSVKKG00000003699,ENSVKKG00000003699,CDK14,ENSCPBG00000021560,CDK14,ortholog_one2one,ENSCPRG00005012505,CDK14,ortholog_one2one,ENSGALG00000009062,CDK14,ortholog_one2one,ENSG00000058091,CDK14,ortholog_one2one,ENSMUSG00000028926,Cdk14,ortholog_one2one
ENSVKKG00000003704,ENSVKKG00000003704,FZD1,ENSCPBG00000021555,FZD1,ortholog_one2one,ENSCPRG00005012567,FZD1,ortholog_one2one,ENSGALG00000009064,FZD1,ortholog_one2one,ENSG00000157240,FZD1,ortholog_one2one,ENSMUSG00000044674,Fzd1,ortholog_one2one
ENSVKKG00000003706,ENSVKKG00000003706,MLXIPL,"{'ENSCPBG00000009889', 'ENSCPBG00000009896'}",,ortholog_one2many,ENSCPRG00005006564,MLXIPL,ortholog_one2one,ENSGALG00000034960,MLXIPL,ortholog_one2one,ENSG00000009950,MLXIPL,ortholog_one2one,ENSMUSG00000005373,Mlxipl,ortholog_one2one
ENSVKKG00000003712,ENSVKKG00000003712,,ENSCPBG00000015911,,ortholog_one2one,,,,ENSGALG00000035185,,ortholog_one2one,,,,ENSMUSG00000020486,Septin4,ortholog_one2one
ENSVKKG00000003717,ENSVKKG00000003717,LIMK1,ENSCPBG00000015913,LIMK1,ortholog_one2one,,,,ENSGALG00000001076,LIMK1,ortholog_one2one,ENSG00000106683,LIMK1,ortholog_one2one,ENSMUSG00000029674,Limk1,ortholog_one2one
ENSVKKG00000003719,ENSVKKG00000003719,TENM3,ENSCPBG00000008146,,ortholog_one2one,"{'ENSCPRG00005011479', 'ENSCPRG00005011461'}",,ortholog_one2many,ENSGALG00000030065,TENM3,ortholog_one2one,ENSG00000218336,TENM3,ortholog_one2one,ENSMUSG00000031561,Tenm3,ortholog_one2one
ENSVKKG00000003721,ENSVKKG00000003721,C2CD2L,ENSCPBG00000004863,C2CD2L,ortholog_one2one,ENSCPRG00005007369,C2CD2L,ortholog_one2one,ENSGALG00000034014,C2CD2L,ortholog_one2one,ENSG00000172375,C2CD2L,ortholog_one2one,ENSMUSG00000032120,C2cd2l,ortholog_one2one
ENSVKKG00000003722,ENSVKKG00000003722,ADAMTS14,ENSCPBG00000025909,ADAMTS14,ortholog_one2one,ENSCPRG00005009311,ADAMTS14,ortholog_one2one,ENSGALG00000039219,ADAMTS14,ortholog_one2one,ENSG00000138316,ADAMTS14,ortholog_one2one,ENSMUSG00000059901,Adamts14,ortholog_one2one
ENSVKKG00000003732,ENSVKKG00000003732,TAGLN,ENSCPBG00000020364,TAGLN,ortholog_one2one,ENSCPRG00005000675,TAGLN,ortholog_one2one,ENSGALG00000011902,TAGLN,ortholog_one2one,ENSG00000149591,TAGLN,ortholog_one2one,ENSMUSG00000032085,Tagln,ortholog_one2one
ENSVKKG00000003733,ENSVKKG00000003733,,ENSCPBG00000015892,,ortholog_one2one,ENSCPRG00005008084,,ortholog_one2one,ENSGALG00000001049,,ortholog_one2one,,,,ENSMUSG00000033538,Casp4,ortholog_one2one
ENSVKKG00000003734,ENSVKKG00000003734,UCP3,ENSCPBG00000000048,UCP3,ortholog_one2one,ENSCPRG00005017577,UCP3,ortholog_one2one,ENSGALG00000017316,UCP3,ortholog_one2one,ENSG00000175564,UCP3,ortholog_one2one,ENSMUSG00000032942,Ucp3,ortholog_one2one
ENSVKKG00000003738,ENSVKKG00000003738,DNAJB13,ENSCPBG00000000046,DNAJB13,ortholog_one2one,ENSCPRG00005017575,DNAJB13,ortholog_one2one,ENSGALG00000017317,DNAJB13,ortholog_one2one,ENSG00000187726,DNAJB13,ortholog_one2one,ENSMUSG00000030708,Dnajb13,ortholog_one2one
ENSVKKG00000003759,ENSVKKG00000003759,CETP,ENSCPBG00000011922,CETP,ortholog_one2one,,,,ENSGALG00000001234,CETP,ortholog_one2one,ENSG00000087237,CETP,ortholog_one2one,,,
ENSVKKG00000003760,ENSVKKG00000003760,,ENSCPBG00000011913,NLRC5,ortholog_one2one,ENSCPRG00005015379,,ortholog_one2one,ENSGALG00000001256,NLRC5,ortholog_one2one,ENSG00000140853,NLRC5,ortholog_one2one,ENSMUSG00000074151,Nlrc5,ortholog_one2one
ENSVKKG00000003761,ENSVKKG00000003761,,ENSCPBG00000002644,,ortholog_one2one,ENSCPRG00005017285,,ortholog_one2one,,,,ENSG00000169871,TRIM56,ortholog_one2one,ENSMUSG00000043279,Trim56,ortholog_one2one
ENSVKKG00000003770,ENSVKKG00000003770,PALD1,ENSCPBG00000025893,PALD1,ortholog_one2one,ENSCPRG00005009592,PALD1,ortholog_one2one,ENSGALG00000004465,PALD1,ortholog_one2one,ENSG00000107719,PALD1,ortholog_one2one,ENSMUSG00000020092,Pald1,ortholog_one2one
ENSVKKG00000003772,ENSVKKG00000003772,RELT,ENSCPBG00000010433,,ortholog_one2one,ENSCPRG00005017525,RELT,ortholog_one2one,ENSGALG00000049427,RELT,ortholog_one2one,ENSG00000054967,RELT,ortholog_one2one,ENSMUSG00000008318,Relt,ortholog_one2one
ENSVKKG00000003773,ENSVKKG00000003773,PIF1,ENSCPBG00000002532,PIF1,ortholog_one2one,ENSCPRG00005017259,PIF1,ortholog_one2one,ENSGALG00000009032,PIF1,ortholog_one2one,ENSG00000140451,PIF1,ortholog_one2one,ENSMUSG00000041064,Pif1,ortholog_one2one
ENSVKKG00000003774,ENSVKKG00000003774,CPNE2,"{'ENSCPBG00000011885', 'ENSCPBG00000027644'}",,ortholog_one2many,,,,ENSGALG00000001316,CPNE2,ortholog_one2one,ENSG00000140848,CPNE2,ortholog_one2one,ENSMUSG00000034361,Cpne2,ortholog_one2one
ENSVKKG00000003780,ENSVKKG00000003780,ARHGEF17,ENSCPBG00000010450,ARHGEF17,ortholog_one2one,ENSCPRG00005017464,ARHGEF17,ortholog_one2one,ENSGALG00000017326,ARHGEF17,ortholog_one2one,ENSG00000110237,ARHGEF17,ortholog_one2one,ENSMUSG00000032875,Arhgef17,ortholog_one2one
ENSVKKG00000003782,ENSVKKG00000003782,ZRANB3,ENSCPBG00000010250,ZRANB3,ortholog_one2one,ENSCPRG00005004364,ZRANB3,ortholog_one2one,ENSGALG00000012223,ZRANB3,ortholog_one2one,ENSG00000121988,ZRANB3,ortholog_one2one,ENSMUSG00000036086,Zranb3,ortholog_one2one
ENSVKKG00000003784,ENSVKKG00000003784,KCNA3,ENSCPBG00000025315,KCNA3,ortholog_one2one,ENSCPRG00005003386,KCNA3,ortholog_one2one,ENSGALG00000036942,KCNA3,ortholog_one2one,ENSG00000177272,KCNA3,ortholog_one2one,ENSMUSG00000047959,Kcna3,ortholog_one2one
ENSVKKG00000003796,ENSVKKG00000003796,LCT,ENSCPBG00000010124,LCT,ortholog_one2one,"{'ENSCPRG00005004863', 'ENSCPRG00005004844'}",,ortholog_one2many,ENSGALG00000012260,LCT,ortholog_one2one,ENSG00000115850,LCT,ortholog_one2one,ENSMUSG00000026354,Lct,ortholog_one2one
ENSVKKG00000003804,ENSVKKG00000003804,AKAP9,ENSCPBG00000021625,AKAP9,ortholog_one2one,ENSCPRG00005012816,AKAP9,ortholog_one2one,ENSGALG00000040724,AKAP9,ortholog_one2one,ENSG00000127914,AKAP9,ortholog_one2one,ENSMUSG00000040407,Akap9,ortholog_one2one
ENSVKKG00000003812,ENSVKKG00000003812,RND1,ENSCPBG00000019989,RND1,ortholog_one2one,ENSCPRG00005001427,RND1,ortholog_one2one,ENSGALG00000037925,RND1,ortholog_one2one,ENSG00000172602,RND1,ortholog_one2one,ENSMUSG00000054855,Rnd1,ortholog_one2one
ENSVKKG00000003815,ENSVKKG00000003815,MCM6,ENSCPBG00000010128,MCM6,ortholog_one2one,ENSCPRG00005004875,MCM6,ortholog_one2one,ENSGALG00000012348,MCM6,ortholog_one2one,ENSG00000076003,MCM6,ortholog_one2one,ENSMUSG00000026355,Mcm6,ortholog_one2one
ENSVKKG00000003816,ENSVKKG00000003816,TMEM106C,ENSCPBG00000019774,TMEM106C,ortholog_one2one,ENSCPRG00005007033,TMEM106C,ortholog_one2one,ENSGALG00000034069,TMEM106C,ortholog_one2one,ENSG00000134291,TMEM106C,ortholog_one2one,ENSMUSG00000052369,Tmem106c,ortholog_one2one
ENSVKKG00000003817,ENSVKKG00000003817,VDR,ENSCPBG00000001825,VDR,ortholog_one2one,ENSCPRG00005007013,VDR,ortholog_one2one,ENSGALG00000033090,VDR,ortholog_one2one,ENSG00000111424,VDR,ortholog_one2one,ENSMUSG00000022479,Vdr,ortholog_one2one
