Gene stable ID	Gene name
ENSXETG00000036769	cacna2d3
ENSXETG00000006916	tab1
ENSXETG00000022259	prpf8
ENSXETG00000030384	calhm4
ENSXETG00000025076	dnase2b
ENSXETG00000048357	smpd1
ENSXETG00000000870	slc25a18
ENSXETG00000002072	cherp
ENSXETG00000003718	gak
ENSXETG00000006647	igdcc4
ENSXETG00000032639	
ENSXETG00000019403	mrpl22
ENSXETG00000008904	slc7a15
ENSXETG00000006328	adsl
ENSXETG00000044007	CARMIL2
ENSXETG00000036509	snrpf
ENSXETG00000031870	trappc3l
ENSXETG00000048992	
ENSXETG00000005162	lmnb1
ENSXETG00000033220	cdkn2c
ENSXETG00000015483	rpl8
ENSXETG00000048821	
ENSXETG00000006417	mre11
ENSXETG00000003255	
ENSXETG00000003717	gadd45b
ENSXETG00000044076	calhm5
ENSXETG00000039276	mitf
ENSXETG00000008648	uox
ENSXETG00000019186	rxfp2
ENSXETG00000006040	hras
ENSXETG00000021636	amdhd1
ENSXETG00000046242	
ENSXETG00000040736	sec16b
ENSXETG00000038060	tex43
ENSXETG00000046876	gng7
ENSXETG00000033644	calhm6
ENSXETG00000006646	dpp8
ENSXETG00000049078	
ENSXETG00000044379	
ENSXETG00000005583	surf4.1
ENSXETG00000000873	cecr2
ENSXETG00000002076	gdf3
ENSXETG00000039651	rpl36
ENSXETG00000047508	diras1
ENSXETG00000048404	
ENSXETG00000017286	psmd2
ENSXETG00000037566	
ENSXETG00000044605	fut3
ENSXETG00000039917	cx38
ENSXETG00000015620	enkd1
ENSXETG00000010131	gdf1
ENSXETG00000014656	arid2
ENSXETG00000032776	dse
ENSXETG00000047487	
ENSXETG00000039880	
ENSXETG00000001793	tmprss9
ENSXETG00000042924	slc39a3
ENSXETG00000025830	yju2b
ENSXETG00000014715	grk4
ENSXETG00000006087	znf326
ENSXETG00000026789	gja4
ENSXETG00000018125	fbh1
ENSXETG00000015621	gfod2
ENSXETG00000015489	usp9x
ENSXETG00000005615	paics.1
ENSXETG00000035258	tafa4
ENSXETG00000039919	sgcd
ENSXETG00000006039	lrrc56
ENSXETG00000046624	
ENSXETG00000041748	smim12
ENSXETG00000019347	pigs
ENSXETG00000031653	rilp
ENSXETG00000010135	ddx49
ENSXETG00000002522	suclg2
ENSXETG00000047023	
ENSXETG00000046447	timm13
ENSXETG00000003714	sgta
ENSXETG00000009048	rapsn
ENSXETG00000044760	lrtm1
ENSXETG00000036035	mboat2
ENSXETG00000016169	frmd4b
ENSXETG00000001678	pip5k1b
ENSXETG00000026897	nutf2
ENSXETG00000044241	ada2
ENSXETG00000046193	
ENSXETG00000025078	samd13
ENSXETG00000033180	scarf1
ENSXETG00000030041	hacd3
ENSXETG00000006229	pip4k2c
ENSXETG00000046951	
ENSXETG00000047459	
ENSXETG00000041824	gpr83.2
ENSXETG00000006088	lrrc8d
ENSXETG00000002970	pigk
ENSXETG00000035458	
ENSXETG00000045455	cxxc4
ENSXETG00000038921	
ENSXETG00000018147	ankrd16
ENSXETG00000009046	she
ENSXETG00000001795	lmnb2
ENSXETG00000040327	
ENSXETG00000047202	tafa1
ENSXETG00000001883	slc41a2
ENSXETG00000034706	nt5dc1
ENSXETG00000043643	
ENSXETG00000031632	
ENSXETG00000026791	zmpste24
ENSXETG00000034707	
ENSXETG00000043559	hdhd5
ENSXETG00000002992	lhx8
ENSXETG00000006428	panx1
ENSXETG00000022412	
ENSXETG00000021317	tacr3
ENSXETG00000049500	selenok
ENSXETG00000018149	gdi2
ENSXETG00000002518	kbtbd8
ENSXETG00000010133	cers1
ENSXETG00000005809	edc4
ENSXETG00000006644	ints14
ENSXETG00000021645	hal.2
ENSXETG00000001796	lrrc14b
ENSXETG00000006329	sgsm3
ENSXETG00000014723	htt
ENSXETG00000015502	med14
ENSXETG00000022279	slc43a2
ENSXETG00000008905	hs1bp3
ENSXETG00000038995	actr8
ENSXETG00000002515	lrig1
ENSXETG00000006038	rassf7
ENSXETG00000046218	
ENSXETG00000020677	tmtc4
ENSXETG00000047633	
ENSXETG00000016536	slu7
ENSXETG00000033031	col10a1
ENSXETG00000039886	unc119
ENSXETG00000039951	mhc100494167
ENSXETG00000030687	
ENSXETG00000017411	hmcn1
ENSXETG00000005569	fbxo4
ENSXETG00000008906	gdf7
ENSXETG00000001884	nopchap1
ENSXETG00000042322	
ENSXETG00000010134	cope
ENSXETG00000006089	lrrc8c
ENSXETG00000005579	gtf2f1
ENSXETG00000045394	or1s1
ENSXETG00000022821	rasal2
ENSXETG00000006166	frk
ENSXETG00000003713	thop1
ENSXETG00000026858	slc25a26
ENSXETG00000026793	tmem30b
ENSXETG00000041571	
ENSXETG00000042669	
ENSXETG00000019351	foxn1
ENSXETG00000025190	LRRC8B
ENSXETG00000034970	pram1
ENSXETG00000006172	cfap206
ENSXETG00000039347	
ENSXETG00000021519	pias2
ENSXETG00000048315	CHDH
ENSXETG00000045697	tmem121b
ENSXETG00000036031	
ENSXETG00000033345	oxct1
ENSXETG00000009049	far1
ENSXETG00000017441	apobec4
ENSXETG00000006382	XB5954422 [provisional]
ENSXETG00000039163	phrf1
ENSXETG00000043756	lmod3
ENSXETG00000030184	msantd1
ENSXETG00000044597	
ENSXETG00000010674	atp8a2
ENSXETG00000008907	ldah
ENSXETG00000023532	creld1
ENSXETG00000045566	
ENSXETG00000005578	alkbh7
ENSXETG00000003698	kdm1a
ENSXETG00000004752	ddr2
ENSXETG00000000510	mtx3
ENSXETG00000043493	
ENSXETG00000001885	actr6
ENSXETG00000008755	eif4g2
ENSXETG00000036732	arl6ip5
ENSXETG00000023763	XB5723326 [provisional]
ENSXETG00000047892	
ENSXETG00000003537	plcxd3
ENSXETG00000006090	kyat3
ENSXETG00000010393	
ENSXETG00000047782	
ENSXETG00000032856	tasor2
ENSXETG00000031444	ano6
ENSXETG00000047655	
ENSXETG00000032391	cxorf38
ENSXETG00000042926	
ENSXETG00000006330	XB5838993 [provisional:chad]
ENSXETG00000049265	
ENSXETG00000005618	krt55
ENSXETG00000046762	
ENSXETG00000003090	odf2l
ENSXETG00000000532	kdm4c
ENSXETG00000048366	
ENSXETG00000030132	gramd2a
ENSXETG00000045146	nrn1l
ENSXETG00000030548	dbx2
ENSXETG00000042867	
ENSXETG00000041723	
ENSXETG00000041435	
ENSXETG00000045091	
ENSXETG00000031018	pitpna
ENSXETG00000026042	rgs12
ENSXETG00000037571	
ENSXETG00000022757	ptma
ENSXETG00000032234	
ENSXETG00000049472	
ENSXETG00000043737	sox21
ENSXETG00000000543	gldc
ENSXETG00000015523	atp6ap2
ENSXETG00000046351	
ENSXETG00000006030	irf7
ENSXETG00000022850	bag2
ENSXETG00000005810	pla2g15
ENSXETG00000048917	
ENSXETG00000041499	
ENSXETG00000006386	pias4
ENSXETG00000044676	
ENSXETG00000039901	
ENSXETG00000048860	U4
ENSXETG00000003690	rhd
ENSXETG00000040721	
ENSXETG00000006091	gtf2b
ENSXETG00000021508	eef2.2
ENSXETG00000029740	Vault
ENSXETG00000022759	pde6d
ENSXETG00000023542	XB5950141 [provisional]
ENSXETG00000043266	
ENSXETG00000046146	
ENSXETG00000003532	c6.1
ENSXETG00000042676	
ENSXETG00000042861	Vault
ENSXETG00000013130	magi1
ENSXETG00000001886	aldh1l2
ENSXETG00000045691	
ENSXETG00000041429	
ENSXETG00000039762	Vault
ENSXETG00000021319	cenpe
ENSXETG00000048251	
ENSXETG00000005576	clpp
ENSXETG00000041310	Vault
ENSXETG00000000500	thbs4
ENSXETG00000026802	tmem50a
ENSXETG00000044077	
ENSXETG00000000567	uhrf2
ENSXETG00000022815	ralgps2
ENSXETG00000045922	Vault
ENSXETG00000022761	cops7b
ENSXETG00000038241	rap2b
ENSXETG00000004753	XB5769266 [provisional]
ENSXETG00000046591	chtf8
ENSXETG00000046940	dvl2
ENSXETG00000034569	
ENSXETG00000006391	fbxl16
ENSXETG00000046150	
ENSXETG00000011791	flt1
ENSXETG00000015528	bcor
ENSXETG00000005812	nfatc3
ENSXETG00000029658	
ENSXETG00000038750	misp3
ENSXETG00000005620	cdpf1
ENSXETG00000046042	
ENSXETG00000041083	nppc
ENSXETG00000041711	
ENSXETG00000016377	has3
ENSXETG00000005495	hgfac
ENSXETG00000029849	
ENSXETG00000014625	nell2
ENSXETG00000023776	slc13a2
ENSXETG00000009052	ovch2
ENSXETG00000044278	
ENSXETG00000029578	SNORD10
ENSXETG00000021662	rxylt1
ENSXETG00000044105	
ENSXETG00000046858	
ENSXETG00000022881	inpp5k
ENSXETG00000035000	U2
ENSXETG00000023254	zfp36l2.2
ENSXETG00000044786	
ENSXETG00000047700	
ENSXETG00000036604	U2
ENSXETG00000006025	zbtb3
ENSXETG00000023546	rpusd3
ENSXETG00000006331	rangap1
ENSXETG00000005574	palm3
ENSXETG00000038574	kiaa1456l
ENSXETG00000040358	poglut2
ENSXETG00000025032	mmp15
ENSXETG00000001683	tjp2
ENSXETG00000041574	
ENSXETG00000035085	
ENSXETG00000035418	
ENSXETG00000017285	ece2
ENSXETG00000036226	dok7
ENSXETG00000042704	
ENSXETG00000006396	dapk3
ENSXETG00000034829	SNORD41
ENSXETG00000022112	cdc42bpa
ENSXETG00000004754	hsd17b7
ENSXETG00000037581	
ENSXETG00000016378	tango6
ENSXETG00000016189	celsr3
ENSXETG00000045250	
ENSXETG00000037088	
ENSXETG00000039785	U2
ENSXETG00000030481	angptl1
ENSXETG00000046781	
ENSXETG00000047008	kcne2
ENSXETG00000049392	c1qtnf2
ENSXETG00000044688	mid1ip1
ENSXETG00000049351	
ENSXETG00000023547	cidec
ENSXETG00000029604	U2
ENSXETG00000035478	
ENSXETG00000044714	
ENSXETG00000036484	
ENSXETG00000029415	
ENSXETG00000004755	lrrc52
ENSXETG00000022814	fam20b
ENSXETG00000006429	hephl1
ENSXETG00000003712	
ENSXETG00000033904	rpgrip1l
ENSXETG00000005500	slc17a6
ENSXETG00000033309	fam189a2
ENSXETG00000029465	
ENSXETG00000006332	zc3h7b
ENSXETG00000037464	gpr119
ENSXETG00000045945	
ENSXETG00000009054	cyb5r2
ENSXETG00000029857	U2
ENSXETG00000033085	rln3
ENSXETG00000008591	tspan7
ENSXETG00000040947	
ENSXETG00000032699	epg5
ENSXETG00000049070	
ENSXETG00000038805	
ENSXETG00000039344	
ENSXETG00000006022	polr2g
ENSXETG00000029012	xtr-mir-143
ENSXETG00000047130	
ENSXETG00000029956	plaat4
ENSXETG00000038092	
ENSXETG00000032326	sra1
ENSXETG00000012540	tor3a
ENSXETG00000042046	
ENSXETG00000045469	
ENSXETG00000045457	XB995277 [provisional:adamtsl5]
ENSXETG00000041760	xtr-mir-427-3
ENSXETG00000047665	hmx1
ENSXETG00000016766	FAM110C
ENSXETG00000042702	
ENSXETG00000047645	xtr-mir-427-3
ENSXETG00000006394	atcay
ENSXETG00000042778	PTPN5
ENSXETG00000006092	pkn2
ENSXETG00000045052	
ENSXETG00000017116	
ENSXETG00000021663	srgap1
ENSXETG00000048121	soho1
ENSXETG00000035198	
ENSXETG00000013728	csnk2a2
ENSXETG00000042126	
ENSXETG00000048828	xtr-mir-427-3
ENSXETG00000012815	tdrd3
ENSXETG00000046720	
ENSXETG00000042723	
ENSXETG00000034714	
ENSXETG00000047980	
ENSXETG00000046374	xtr-mir-427-3
ENSXETG00000001887	washc4
ENSXETG00000012531	abl2
ENSXETG00000033647	dis3l2
ENSXETG00000023785	slc46a1
ENSXETG00000047068	xtr-mir-427-3
ENSXETG00000042087	
ENSXETG00000047092	
ENSXETG00000031506	il17rc
ENSXETG00000049414	
ENSXETG00000038318	plaat3
ENSXETG00000043584	
ENSXETG00000034566	sox14
ENSXETG00000033301	slc24a1
ENSXETG00000033427	apba1
ENSXETG00000042196	xtr-mir-427-3
ENSXETG00000035655	
ENSXETG00000023437	cmpk2
ENSXETG00000032315	matk
ENSXETG00000035948	XB5962940 [provisional:ctdspl2]
ENSXETG00000008592	otc
ENSXETG00000037115	arpc5
ENSXETG00000022882	myo1c
ENSXETG00000046453	
ENSXETG00000023106	pmpcb
ENSXETG00000042785	xtr-mir-427-3
ENSXETG00000005630	dlc1
ENSXETG00000006333	tef
ENSXETG00000044146	
ENSXETG00000043810	
ENSXETG00000017117	vstm5
ENSXETG00000019530	
ENSXETG00000039840	XB5845204 [provisional:cplx4]
ENSXETG00000047170	xtr-mir-427-3
ENSXETG00000030587	atp10b
ENSXETG00000021666	kics2
ENSXETG00000043284	lgals12
ENSXETG00000015417	cpz
ENSXETG00000048270	xtr-mir-427-3
ENSXETG00000034720	galr3
ENSXETG00000045558	
ENSXETG00000022587	coq8a
ENSXETG00000005567	rfx1
ENSXETG00000016167	uba3
ENSXETG00000017422	pparg
ENSXETG00000041841	
ENSXETG00000031298	rax2
ENSXETG00000039962	
ENSXETG00000047779	xtr-mir-427-3
ENSXETG00000043335	dact4
ENSXETG00000019184	b3glct
ENSXETG00000000574	kiaa2026
ENSXETG00000045812	
ENSXETG00000043132	xtr-mir-427-3
ENSXETG00000012530	ncf2
ENSXETG00000030438	
ENSXETG00000045264	
ENSXETG00000013147	adamts9
ENSXETG00000033250	mrpl54
ENSXETG00000005816	fto
ENSXETG00000017118	med17
ENSXETG00000045602	
ENSXETG00000042587	xtr-mir-427-3
ENSXETG00000049052	
ENSXETG00000044019	
ENSXETG00000022769	dst
ENSXETG00000016072	gyg1
ENSXETG00000027069	tmem47
ENSXETG00000045647	nxt2
ENSXETG00000045404	
ENSXETG00000043708	xtr-mir-427-3
ENSXETG00000039175	fxn
ENSXETG00000006339	tom1
ENSXETG00000003709	pcsk4
ENSXETG00000046521	
ENSXETG00000041378	
ENSXETG00000049357	xtr-mir-427-3
ENSXETG00000047691	
ENSXETG00000030272	apba3
ENSXETG00000042812	gpr78
ENSXETG00000047278	
ENSXETG00000021467	nisch
ENSXETG00000044410	
ENSXETG00000022603	itpkb
ENSXETG00000041818	xtr-mir-427-3
ENSXETG00000043693	
ENSXETG00000037374	mlana
ENSXETG00000042475	
ENSXETG00000049379	
ENSXETG00000048971	xtr-mir-427-3
ENSXETG00000047355	
ENSXETG00000006013	ttc9c
ENSXETG00000045712	
ENSXETG00000047063	
ENSXETG00000006641	dennd4a
ENSXETG00000011917	gabrb2
ENSXETG00000042070	
ENSXETG00000047502	
ENSXETG00000043663	xtr-mir-427-3
ENSXETG00000034329	sarm1
ENSXETG00000000577	ermp1
ENSXETG00000023658	brpf1
ENSXETG00000025811	adra2b
ENSXETG00000033294	PSTPIP2
ENSXETG00000042079	
ENSXETG00000006407	tjp3
ENSXETG00000045792	stum
ENSXETG00000048667	xtr-mir-427-3
ENSXETG00000047937	
ENSXETG00000043007	spty2d1
ENSXETG00000046085	
ENSXETG00000003708	reep6
ENSXETG00000013318	
ENSXETG00000026214	slc22a8
ENSXETG00000047342	
ENSXETG00000045485	
ENSXETG00000044571	xtr-mir-427-3
ENSXETG00000016387	
ENSXETG00000006340	hmgxb4
ENSXETG00000031495	acox3
ENSXETG00000044467	xtr-mir-427-3
ENSXETG00000045670	
ENSXETG00000031268	ZNF513
ENSXETG00000042660	
ENSXETG00000044037	
ENSXETG00000021667	rpl18a
ENSXETG00000016388	foxl1
ENSXETG00000046122	xtr-mir-427-3
ENSXETG00000043906	
ENSXETG00000005818	irx3
ENSXETG00000031102	ptar1
ENSXETG00000001244	nup133
ENSXETG00000042259	
ENSXETG00000023435	rsad2
ENSXETG00000023789	vtn
ENSXETG00000010239	gabra6
ENSXETG00000023295	lmo4.1
ENSXETG00000006535	prickle2
ENSXETG00000020163	raf1
ENSXETG00000046468	xtr-mir-427-3
ENSXETG00000012528	smg7
ENSXETG00000015664	cacna1d
ENSXETG00000047992	RPGR
ENSXETG00000005570	dcaf15
ENSXETG00000041790	c19orf25
ENSXETG00000022893	ywhae
ENSXETG00000040376	
ENSXETG00000038036	
ENSXETG00000049325	
ENSXETG00000025181	hoxc3
ENSXETG00000044002	
ENSXETG00000044643	xtr-mir-427-3
ENSXETG00000010136	homer3
ENSXETG00000022610	parp1
ENSXETG00000047984	TMEM63B
ENSXETG00000000582	ric1
ENSXETG00000039109	
ENSXETG00000006418	pip5k1c
ENSXETG00000043504	xtr-mir-427-3
ENSXETG00000009056	ppfibp2
ENSXETG00000010768	plekhf1
ENSXETG00000000484	serinc5
ENSXETG00000016166	tmf1
ENSXETG00000045940	
ENSXETG00000043271	xtr-mir-427-3
ENSXETG00000023433	rnf144a
ENSXETG00000008509	uevld
ENSXETG00000002816	irx5
ENSXETG00000037742	
ENSXETG00000006015	hnrnpul2
ENSXETG00000041426	
ENSXETG00000031854	megs
ENSXETG00000049408	xtr-mir-427-3
ENSXETG00000023668	ogg1
ENSXETG00000006537	psmd6
ENSXETG00000022904	crk
ENSXETG00000043081	xtr-mir-427-3
ENSXETG00000039922	apc2
ENSXETG00000011794	pan3
ENSXETG00000041236	n6amt1
ENSXETG00000031147	gabra1
ENSXETG00000023795	tmem199
ENSXETG00000044762	
ENSXETG00000032901	aasdhppt
ENSXETG00000013450	hs2st1
ENSXETG00000045907	
ENSXETG00000048511	xtr-mir-427-3
ENSXETG00000012929	ccne1
ENSXETG00000039872	tmem117
ENSXETG00000043301	mkrn2
ENSXETG00000043897	xtr-mir-427-3
ENSXETG00000049315	phf23
ENSXETG00000046170	
ENSXETG00000041684	
ENSXETG00000048071	
ENSXETG00000002315	atp5f1a
ENSXETG00000030882	trmt44
ENSXETG00000046275	
ENSXETG00000048197	xtr-mir-427-3
ENSXETG00000036488	IRX6
ENSXETG00000007782	tcim
ENSXETG00000046602	capn11
ENSXETG00000021386	kbtbd3
ENSXETG00000018036	bnc2
ENSXETG00000037602	chrm1
ENSXETG00000045227	
ENSXETG00000034872	
ENSXETG00000022106	cactin
ENSXETG00000034507	selenof
ENSXETG00000041604	xtr-mir-427-3
ENSXETG00000020949	ppm1g
ENSXETG00000040980	
ENSXETG00000036581	cep295
ENSXETG00000041431	ldha
ENSXETG00000021668	xpot
ENSXETG00000000997	cldn8.4
ENSXETG00000042784	xtr-mir-427-3
ENSXETG00000049024	
ENSXETG00000047183	
ENSXETG00000045258	
ENSXETG00000042348	
ENSXETG00000022101	tbxa2r
ENSXETG00000013314	cdadc1
ENSXETG00000005556	cc2d1a
ENSXETG00000018158	asb13
ENSXETG00000042870	
ENSXETG00000043465	xtr-mir-427-3
ENSXETG00000031380	gng3
ENSXETG00000048108	
ENSXETG00000038997	hoxc4
ENSXETG00000023234	soat1
ENSXETG00000042535	
ENSXETG00000044411	xtr-mir-427-3
ENSXETG00000022620	lin9
ENSXETG00000041950	mkrn2os
ENSXETG00000022907	nagpa
ENSXETG00000040791	pdcd1lg2
ENSXETG00000022097	gipc3
ENSXETG00000016128	mgat3
ENSXETG00000023672	camk1
ENSXETG00000010197	thap1
ENSXETG00000041319	
ENSXETG00000016165	eogt
ENSXETG00000026830	twf1
ENSXETG00000041923	xtr-mir-427-3
ENSXETG00000007259	gnb4
ENSXETG00000025560	XB5931222 [provisional]
ENSXETG00000006538	mapk15
ENSXETG00000042624	bscl2
ENSXETG00000026772	rhob
ENSXETG00000032274	htra3
ENSXETG00000035777	
ENSXETG00000048727	
ENSXETG00000046104	xtr-mir-427-3
ENSXETG00000023792	poldip2
ENSXETG00000044713	
ENSXETG00000029840	U4
ENSXETG00000045547	
ENSXETG00000047800	xtr-mir-427-3
ENSXETG00000008596	srpx
ENSXETG00000029595	U2
ENSXETG00000047452	
ENSXETG00000011080	dtx3
ENSXETG00000009661	agap2
ENSXETG00000003706	rps15
ENSXETG00000042825	
ENSXETG00000048528	
ENSXETG00000039604	lrrn4cl
ENSXETG00000043521	
ENSXETG00000000487	sh3glb1
ENSXETG00000048360	U12
ENSXETG00000003775	tmbim4
ENSXETG00000045285	xtr-mir-427-3
ENSXETG00000046864	c19orf12
ENSXETG00000045383	
ENSXETG00000042933	
ENSXETG00000032063	alpi.2
ENSXETG00000029917	hltf
ENSXETG00000041873	
ENSXETG00000043462	ctdnep1
ENSXETG00000044085	U12
ENSXETG00000045772	xtr-mir-427-3
ENSXETG00000037188	cfap95
ENSXETG00000041314	dpf2
ENSXETG00000022092	hmg20b
ENSXETG00000046199	
ENSXETG00000048597	
ENSXETG00000028210	SNORA62
ENSXETG00000008073	lrp8
ENSXETG00000023224	gabrg2
ENSXETG00000043121	xtr-mir-427-3
ENSXETG00000034420	
ENSXETG00000024646	smco4
ENSXETG00000032633	champ1
ENSXETG00000036965	mief1
ENSXETG00000046680	
ENSXETG00000006639	rab11a
ENSXETG00000031697	sh3tc1
ENSXETG00000001888	appl2
ENSXETG00000025923	mix1
ENSXETG00000038869	U12
ENSXETG00000046359	xtr-mir-427-3
ENSXETG00000008597	sytl5
ENSXETG00000019480	
ENSXETG00000049256	
ENSXETG00000042762	
ENSXETG00000023674	tada3
ENSXETG00000017598	pop4
ENSXETG00000029030	SNORA62
ENSXETG00000007258	mfn1
ENSXETG00000047695	xtr-mir-427-3
ENSXETG00000038218	llphp3
ENSXETG00000047257	flt3
ENSXETG00000047961	
ENSXETG00000047627	
ENSXETG00000041732	
ENSXETG00000042866	
ENSXETG00000042942	
ENSXETG00000049337	U12
ENSXETG00000006539	thoc7
ENSXETG00000046363	xtr-mir-427-3
ENSXETG00000000496	clca3p
ENSXETG00000043278	nfkbie
ENSXETG00000043653	
ENSXETG00000024486	haus6
ENSXETG00000021874	NANOS3
ENSXETG00000043856	U12
ENSXETG00000010839	col5a3
ENSXETG00000048181	
ENSXETG00000043497	xtr-mir-427-3
ENSXETG00000002801	mmp2
ENSXETG00000042791	
ENSXETG00000017121	deup1
ENSXETG00000036720	
ENSXETG00000037391	
ENSXETG00000044518	U12
ENSXETG00000041328	dynlt3
ENSXETG00000046701	xtr-mir-427-3
ENSXETG00000043265	
ENSXETG00000039675	SNORA62
ENSXETG00000045028	
ENSXETG00000003092	col24a1
ENSXETG00000044373	xtr-mir-427-3
ENSXETG00000042371	hoxc6
ENSXETG00000035833	dmrtb1
ENSXETG00000038155	hmga2
ENSXETG00000018160	net1
ENSXETG00000014949	rdh11
ENSXETG00000021870	zswim4
ENSXETG00000043102	arpc4
ENSXETG00000039517	
ENSXETG00000042963	U12
ENSXETG00000044727	xtr-mir-427-3
ENSXETG00000006540	c3orf49
ENSXETG00000048778	
ENSXETG00000042607	
ENSXETG00000046071	xtr-mir-427-3
ENSXETG00000007256	znf639
ENSXETG00000015852	megf11
ENSXETG00000022768	alpi.1
ENSXETG00000041464	U12
ENSXETG00000031325	s100p
ENSXETG00000003618	atp2b4
ENSXETG00000042323	
ENSXETG00000039734	thrb
ENSXETG00000047677	xtr-mir-427-3
ENSXETG00000045587	
ENSXETG00000029643	U2
ENSXETG00000000587	plgrkt
ENSXETG00000047790	sntn
ENSXETG00000015715	mid1
ENSXETG00000017123	slc36a4
ENSXETG00000041842	
ENSXETG00000043355	
ENSXETG00000042486	xtr-mir-427-3
ENSXETG00000029650	U2
ENSXETG00000041776	
ENSXETG00000005472	lrwd1
ENSXETG00000038713	c19orf53
ENSXETG00000037731	urad
ENSXETG00000014854	
ENSXETG00000043030	
ENSXETG00000029182	xtr-mir-96
ENSXETG00000029544	
ENSXETG00000023132	stx6
ENSXETG00000009319	nckipsd
ENSXETG00000038272	
ENSXETG00000049025	
ENSXETG00000046901	
ENSXETG00000008809	vstm2b
ENSXETG00000007254	kcnmb3
ENSXETG00000011693	glis1
ENSXETG00000000481	cdk7
ENSXETG00000010892	slc35b2
ENSXETG00000025183	hoxc5
ENSXETG00000021867	mri1
ENSXETG00000007911	
ENSXETG00000029003	xtr-mir-103-1
ENSXETG00000028914	xtr-mir-199a
ENSXETG00000048586	
ENSXETG00000001249	cnnm4
ENSXETG00000034334	syt9
ENSXETG00000044573	
ENSXETG00000037421	
ENSXETG00000029164	xtr-mir-204-1
ENSXETG00000043692	
ENSXETG00000028916	xtr-mir-140
ENSXETG00000042078	bix1.2
ENSXETG00000023476	hoxc8
ENSXETG00000041810	elp5
ENSXETG00000040234	
ENSXETG00000039090	clca1.3
ENSXETG00000044419	
ENSXETG00000044194	nrbp1
ENSXETG00000023676	acox2
ENSXETG00000029116	xtr-mir-24b
ENSXETG00000049026	SLC22A18
ENSXETG00000023104	dennd4c
ENSXETG00000049170	
ENSXETG00000045841	
ENSXETG00000029100	xtr-mir-181a-1
ENSXETG00000029148	xtr-mir-182
ENSXETG00000049327	
ENSXETG00000040504	cdx2
ENSXETG00000006009	prdx5
ENSXETG00000037536	rps19bp1
ENSXETG00000029187	xtr-mir-192
ENSXETG00000046801	
ENSXETG00000044908	synpr
ENSXETG00000035884	
ENSXETG00000001688	mamdc2
ENSXETG00000015727	clcn4
ENSXETG00000029166	xtr-mir-199b
ENSXETG00000039392	
ENSXETG00000022909	kiaa0232
ENSXETG00000034559	alkbh4
ENSXETG00000038619	
ENSXETG00000031848	cacna1c
ENSXETG00000029120	xtr-mir-425
ENSXETG00000042440	xtr-let-7e-2
ENSXETG00000048095	
ENSXETG00000023797	tsr1
ENSXETG00000024806	atf4
ENSXETG00000001890	lta4h
ENSXETG00000039507	xtr-mir-137-1
ENSXETG00000012527	nmnat2
ENSXETG00000048763	
ENSXETG00000041945	xtr-mir-427-1
ENSXETG00000005475	sh2b2
ENSXETG00000019495	uqcrfs1
ENSXETG00000007909	ccng1
ENSXETG00000030572	cenph
ENSXETG00000045276	
ENSXETG00000006812	fzr1
ENSXETG00000029170	xtr-mir-181b-1
ENSXETG00000048041	
ENSXETG00000048220	
ENSXETG00000043216	xtr-mir-427-1
ENSXETG00000018170	tubal3.2
ENSXETG00000047887	
ENSXETG00000037309	znhit6
ENSXETG00000021862	khsrp
ENSXETG00000029193	xtr-mir-33b
ENSXETG00000023670	il10
ENSXETG00000049143	
ENSXETG00000046516	xtr-mir-427-1
ENSXETG00000044366	
ENSXETG00000017162	shmt2
ENSXETG00000046820	
ENSXETG00000009465	gdi1
ENSXETG00000030888	septin5
ENSXETG00000031516	
ENSXETG00000041958	xtr-let-7e-1
ENSXETG00000021655	mbnl1
ENSXETG00000012166	septin2
ENSXETG00000049259	xtr-mir-427-1
ENSXETG00000043758	
ENSXETG00000044384	
ENSXETG00000044045	
ENSXETG00000042696	
ENSXETG00000043886	
ENSXETG00000028987	xtr-mir-214
ENSXETG00000008075	ndc1
ENSXETG00000044847	xtr-mir-427-1
ENSXETG00000022910	adpgkl
ENSXETG00000024668	lamc2
ENSXETG00000029157	xtr-mir-210
ENSXETG00000049181	cldn7
ENSXETG00000043220	
ENSXETG00000038531	
ENSXETG00000009324	ip6k2
ENSXETG00000046614	xtr-mir-427-1
ENSXETG00000017069	shcbp1
ENSXETG00000003617	fancd2
ENSXETG00000006811	irak4
ENSXETG00000029158	xtr-mir-194-2
ENSXETG00000042904	xtr-mir-427-1
ENSXETG00000018297	pepd
ENSXETG00000042363	
ENSXETG00000043122	
ENSXETG00000022908	tbc1d14
ENSXETG00000001671	taldo1
ENSXETG00000029176	xtr-mir-205b
ENSXETG00000009063	spon1
ENSXETG00000008009	sars1
ENSXETG00000031480	ankrd39
ENSXETG00000040046	
ENSXETG00000021500	haus1
ENSXETG00000045231	
ENSXETG00000043821	xtr-mir-427-1
ENSXETG00000035158	tubal3.1
ENSXETG00000007906	hmmr
ENSXETG00000015746	wwc3
ENSXETG00000036149	
ENSXETG00000028984	xtr-mir-101a-2
ENSXETG00000041434	
ENSXETG00000000477	ccnb1
ENSXETG00000043724	
ENSXETG00000039349	
ENSXETG00000049040	xtr-mir-427-1
ENSXETG00000048415	MSMP
ENSXETG00000040471	
ENSXETG00000029094	xtr-let-7g
ENSXETG00000024509	slc25a23
ENSXETG00000046272	xtr-mir-427-1
ENSXETG00000036336	
ENSXETG00000001251	sema4c
ENSXETG00000049059	
