eggnog_name,gene_id
MED4,ENSG00000136146
MIR302F,ENSG00000283218
Y_RNA,ENSG00000199636
MIR8057,ENSG00000276221
RNU6-408P,ENSG00000251719
RNU5A-6P,ENSG00000206863
RNA5SP452,ENSG00000199874
Metazoa_SRP,ENSG00000273524
RPL14P5,ENSG00000225661
RNU6-435P,ENSG00000206766
MTND6P12,ENSG00000235039
MIR320C2,ENSG00000212051
RNU6-1050P,ENSG00000222320
,ENSG00000286431
Y_RNA,ENSG00000199204
MIR3975,ENSG00000283514
MIR3929,ENSG00000265641
LINC03070,ENSG00000236120
MIR4318,ENSG00000266530
MIR924,ENSG00000283615
,ENSG00000283121
MIR5583-2,ENSG00000283645
MIR5583-1,ENSG00000266148
RNU6-1242P,ENSG00000212354
RN7SKP182,ENSG00000222704
RNA5SP454,ENSG00000253040
RNA5SP455,ENSG00000202060
SIRT2,ENSG00000283100
HADHBP1,ENSG00000238193
MIR187,ENSG00000207797
MIR4743,ENSG00000266276
PRKX-AS1,ENSG00000236188
MIR4527,ENSG00000266582
RNU6-706P,ENSG00000253038
,ENSG00000228572
RNU6-708P,ENSG00000206944
,ENSG00000236513
RNA5SP458,ENSG00000251997
RNU6-737P,ENSG00000202240
Y_RNA,ENSG00000206865
,ENSG00000234622
U3,ENSG00000212539
SNORA73,ENSG00000201816
RNU6-116P,ENSG00000206769
PRKX,ENSG00000183943
RN7SL342P,ENSG00000239398
RNA5SP456,ENSG00000200872
RNU4-17P,ENSG00000202468
,ENSG00000284445
RNU6-567P,ENSG00000252555
MIR5011,ENSG00000263354
RNU6-142P,ENSG00000206746
RNU6-1037P,ENSG00000238680
RN7SL705P,ENSG00000243549
RN7SL795P,ENSG00000239748
HMGB3P22,ENSG00000284207
RNA5SP460,ENSG00000252598
,ENSG00000293366
MIR548AV,ENSG00000263750
,ENSG00000283452
MED4-AS1,ENSG00000229111
RN7SL401P,ENSG00000241866
POLR2KP2,ENSG00000224510
RNU6-39P,ENSG00000207072
,ENSG00000199392
PSME2P2,ENSG00000225131
RNU6-655P,ENSG00000199728
TP53RK-DT,ENSG00000271784
Y_RNA,ENSG00000201723
RNA5SP461,ENSG00000252260
LINC01523,ENSG00000229522
RB1,ENSG00000139687
LINC01895,ENSG00000259256
FRG1DP,ENSG00000282870
NFKBIB,ENSG00000282905
ASMTL-AS1,ENSG00000236017
LINC01721,ENSG00000230133
CCER2,ENSG00000283099
DRAXINP1,ENSG00000225574
,ENSG00000288083
VCX2,ENSG00000177504
,ENSG00000279322
SARS2,ENSG00000283104
NCOA3,ENSG00000124151
ANAPC15P1,ENSG00000231619
RPL31P59,ENSG00000240364
FUNDC2P4,ENSG00000227009
GS1-600G8.3,ENSG00000231216
IGLJCOR18,ENSG00000265243
TSPO,ENSG00000100300
RPL21P127,ENSG00000243720
NOLC1P1,ENSG00000225271
BOD1P1,ENSG00000263460
IL3RA,ENSG00000185291
,ENSG00000274776
,ENSG00000282835
SGCG,ENSG00000102683
PIAS2,ENSG00000078043
MRPS12,ENSG00000283018
ERVK9-11,ENSG00000282930
FBXO17,ENSG00000282954
,ENSG00000292260
,ENSG00000280434
RBM26,ENSG00000139746
RPL35P8,ENSG00000226142
,ENSG00000223726
RFKP4,ENSG00000230769
,ENSG00000212939
TTLL1-AS1,ENSG00000230319
LGALS7B,ENSG00000282902
SCUBE1-AS2,ENSG00000236272
LGALS7,ENSG00000283082
P2RY8,ENSG00000182162
,ENSG00000279933
RNA5SP492,ENSG00000223262
,ENSG00000236079
TFF2,ENSG00000160181
,ENSG00000237387
LINC00207,ENSG00000187012
RPS5P8,ENSG00000237730
MTCYBP12,ENSG00000226313
RPS27AP20,ENSG00000182888
RPL6P30,ENSG00000215313
TFF1,ENSG00000160182
,ENSG00000280445
SLC25A6,ENSG00000169100
,ENSG00000279914
LINC01521,ENSG00000213888
DNAJB7,ENSG00000172404
TMPRSS3,ENSG00000160183
RPL15P22,ENSG00000231369
,ENSG00000234892
IGLV3-13,ENSG00000253590
JTBP1,ENSG00000233603
YES1P1,ENSG00000224003
,ENSG00000237531
,ENSG00000273145
AMELX,ENSG00000125363
,ENSG00000224794
,ENSG00000267587
,ENSG00000279354
PATZ1,ENSG00000100105
,ENSG00000280212
,ENSG00000266957
,ENSG00000267724
,ENSG00000267800
EFNB2,ENSG00000125266
HDHD2,ENSG00000167220
ASMT,ENSG00000196433
DGKH,ENSG00000102780
LINC00899,ENSG00000231711
EFCAB6-AS1,ENSG00000223843
CMC2,ENSG00000291948
SHISAL1,ENSG00000138944
DHRSX-IT1,ENSG00000223571
SCUBE1-AS1,ENSG00000203527
LINC01656,ENSG00000232655
LINC01203,ENSG00000226985
,ENSG00000267228
,ENSG00000280011
XPNPEP3,ENSG00000196236
,ENSG00000291949
CENPN,ENSG00000291964
IER3IP1,ENSG00000134049
CENPN-AS1,ENSG00000291950
RNU6-1131P,ENSG00000201825
,ENSG00000291951
SKOR2,ENSG00000215474
,ENSG00000291952
ATMIN,ENSG00000291953
,ENSG00000267882
MC3R,ENSG00000124089
C16orf46,ENSG00000291963
DHRSX,ENSG00000169084
,ENSG00000238282
,ENSG00000291954
BPI,ENSG00000101425
TGIF1,ENSG00000177426
,ENSG00000291955
,ENSG00000291956
ZNRF3,ENSG00000183579
C16orf46-DT,ENSG00000291957
UBASH3A,ENSG00000160185
GCSH,ENSG00000291958
RNU6-1191P,ENSG00000291959
,ENSG00000291960
,ENSG00000291962
PKD1L2,ENSG00000292248
SHROOM2,ENSG00000146950
SYT8,ENSG00000288149
,ENSG00000220702
TNNI2,ENSG00000288219
PACSIN2,ENSG00000100266
LSP1,ENSG00000288199
RARRES2P3,ENSG00000231913
ANOS1,ENSG00000011201
RIPOR3-AS1,ENSG00000234693
,ENSG00000286229
,ENSG00000235922
LINC01522,ENSG00000237423
PREX1,ENSG00000124126
MIR4298,ENSG00000288415
,ENSG00000288452
MIR7847,ENSG00000288331
PRR33,ENSG00000288160
TNNT3,ENSG00000288250
ASMTL,ENSG00000169093
TAF4B,ENSG00000141384
LINC01150,ENSG00000288317
SUCLA2,ENSG00000136143
MRPL23,ENSG00000288141
MRPL23-AS1,ENSG00000288320
LINC01219,ENSG00000288486
H19,ENSG00000288237
,ENSG00000288428
MIR675,ENSG00000288367
,ENSG00000288361
BNIP3P6,ENSG00000257356
,ENSG00000257721
,ENSG00000257825
,ENSG00000257635
,ENSG00000257731
,ENSG00000257558
,ENSG00000258367
,ENSG00000257959
FAM9CP1,ENSG00000275194
,ENSG00000257224
LINC02968,ENSG00000223511
,ENSG00000258076
RPL22P20,ENSG00000239200
RPL24P9,ENSG00000225722
,ENSG00000259383
TRDJ1,ENSG00000211825
FAM9B,ENSG00000177138
,ENSG00000259769
TRDV2,ENSG00000211821
,ENSG00000257175
,ENSG00000259152
RNU6-1149P,ENSG00000252619
TRAJ60,ENSG00000249446
,ENSG00000286884
RSPH1,ENSG00000160188
,ENSG00000257171
BCAR1P2,ENSG00000258771
IGHD1OR15-1A,ENSG00000271336
TRDD1,ENSG00000223997
FAM30C,ENSG00000259698
TRAJ54,ENSG00000211836
,ENSG00000278541
TRAJ49,ENSG00000211840
OR4N3BP,ENSG00000279445
TRDJ3,ENSG00000211828
IGHD5OR15-5A,ENSG00000270961
C1GALT1C1,ENSG00000288368
PMAIP1,ENSG00000141682
TRDD3,ENSG00000228985
CXADRP2,ENSG00000258712
H3P46,ENSG00000288412
SPATA31E2P,ENSG00000258916
GLRX5P1,ENSG00000288226
,ENSG00000292265
,ENSG00000287922
CT47B1,ENSG00000288466
OR11H3P,ENSG00000258721
,ENSG00000288328
CT47A6,ENSG00000288273
NOVA1,ENSG00000139910
OR11J6P,ENSG00000285405
CT47A5,ENSG00000292266
DSG4,ENSG00000175065
CT47A4,ENSG00000288477
IGHD2OR15-2A,ENSG00000282599
,ENSG00000288251
IGHV1OR15-1,ENSG00000270505
CT47A3,ENSG00000292267
CT47A2,ENSG00000292268
RPS8P10,ENSG00000223877
,ENSG00000261426
CT47A1,ENSG00000288363
,ENSG00000288197
CBLL1P1,ENSG00000288220
GLUD2,ENSG00000288118
MPHOSPH10P5,ENSG00000277505
,ENSG00000288140
LINC02203,ENSG00000284988
,ENSG00000259168
LINC00106,ENSG00000236871
LINC02346,ENSG00000206187
HCCS,ENSG00000004961
SLC37A1,ENSG00000160190
,ENSG00000287853
,ENSG00000215450
,ENSG00000234900
,ENSG00000237161
PTGIS,ENSG00000124212
FAM30B,ENSG00000277988
LINC02250,ENSG00000235731
,ENSG00000285855
TBC1D22A-AS1,ENSG00000280080
HIKESHIP1,ENSG00000226774
,ENSG00000260739
,ENSG00000285707
,ENSG00000259443
,ENSG00000278960
U6,ENSG00000276138
,ENSG00000281179
NLGN4X,ENSG00000146938
5_8S_rRNA,ENSG00000276871
,ENSG00000259025
U6,ENSG00000278188
U2,ENSG00000277248
ACTR3BP6,ENSG00000280263
OR4M2-OT1,ENSG00000285472
,ENSG00000225203
RNA5SP495,ENSG00000252267
RNA5SP494,ENSG00000222585
,ENSG00000261553
,ENSG00000287345
RNU6-1066P,ENSG00000200443
,ENSG00000278552
RNU6-338P,ENSG00000206615
RN7SKP169,ENSG00000223056
SNORD42,ENSG00000201209
RNU6-28P,ENSG00000199248
,ENSG00000287122
Y_RNA,ENSG00000199797
,ENSG00000258767
MIR5739,ENSG00000276162
MIR3619,ENSG00000266533
,ENSG00000260986
MIR6818,ENSG00000275818
,ENSG00000281113
MIR7109,ENSG00000284082
Metazoa_SRP,ENSG00000277771
SNORD83A,ENSG00000209482
,ENSG00000280703
MIR6821,ENSG00000276753
SNORD83B,ENSG00000209480
LMO7-AS1,ENSG00000261105
SNORD43,ENSG00000263764
OR11K1BP,ENSG00000259324
RN7SKP252,ENSG00000223142
,ENSG00000278263
MIR4535,ENSG00000266887
TRAJ48,ENSG00000211841
MIR3201,ENSG00000266508
MIR3667,ENSG00000264139
,ENSG00000228444
MIR4766,ENSG00000266594
TRAJ59,ENSG00000211832
GOLGA6L1,ENSG00000273976
Metazoa_SRP,ENSG00000273979
FAM204CP,ENSG00000230902
RNU6-379P,ENSG00000200683
,ENSG00000256221
RN7SKP9,ENSG00000201793
RN7SKP214,ENSG00000201078
Y_RNA,ENSG00000207240
,ENSG00000258364
H2AZP3,ENSG00000218502
,ENSG00000231467
DSG3,ENSG00000134757
TRAJ61,ENSG00000211831
GPR183,ENSG00000169508
TRDC,ENSG00000211829
,ENSG00000230120
,ENSG00000275656
IGLCOR22-1,ENSG00000254127
TRAJ58,ENSG00000211833
SLC5A4-AS1,ENSG00000242082
TRDJ4,ENSG00000211826
,ENSG00000270381
SNORA31B,ENSG00000253051
CBLN4,ENSG00000054803
SNORA31,ENSG00000199477
,ENSG00000259135
RSPH1-DT,ENSG00000239930
,ENSG00000273149
CPSF1P1,ENSG00000214076
,ENSG00000228886
,ENSG00000273325
,ENSG00000231867
RCN1P2,ENSG00000214455
,ENSG00000234626
ARHGAP5-AS1,ENSG00000258655
SLC25A30-AS1,ENSG00000251015
,ENSG00000235772
ABHD13,ENSG00000139826
LINC02293,ENSG00000257185
LINC00929,ENSG00000259150
,ENSG00000235023
DKKL1P1,ENSG00000215546
,ENSG00000277246
RFPL3,ENSG00000128276
LINC01733,ENSG00000226203
RNA5SP39,ENSG00000223177
,ENSG00000283384
,ENSG00000286179
,ENSG00000287443
,ENSG00000287107
HCFC2P1,ENSG00000232087
,ENSG00000278462
PDE9A,ENSG00000160191
,ENSG00000266521
ATP9A,ENSG00000054793
DSG2-AS1,ENSG00000264859
ESD,ENSG00000139684
IGLCOR22-2,ENSG00000271093
TRAJ47,ENSG00000211842
RFPL3S,ENSG00000205853
TRDJ2,ENSG00000211827
G2E3-AS1,ENSG00000257636
,ENSG00000285679
,ENSG00000259985
MSRB1,ENSG00000291928
RN7SKP44,ENSG00000200472
,ENSG00000263772
TTR,ENSG00000118271
TRAJ56,ENSG00000211835
,ENSG00000276467
RPL3L,ENSG00000291929
KIAA1143P1,ENSG00000259086
GOT2P7,ENSG00000232392
,ENSG00000286527
,ENSG00000225384
LINC02294,ENSG00000257845
FAM9A,ENSG00000183304
NDUFB10,ENSG00000291930
IGHD5OR15-5B,ENSG00000270824
NUBPL,ENSG00000151413
,ENSG00000258853
RPS2,ENSG00000291931
,ENSG00000274617
,ENSG00000258707
,ENSG00000274170
OR4N3P,ENSG00000259435
,ENSG00000230736
OR11J7P,ENSG00000283524
IGLVIVOR22-2,ENSG00000243519
,ENSG00000286426
,ENSG00000241954
LINC01193,ENSG00000258710
,ENSG00000232218
,ENSG00000229012
RTCB,ENSG00000100220
CDH2,ENSG00000170558
,ENSG00000285756
SNORA10,ENSG00000291932
SNORA64,ENSG00000291933
,ENSG00000291934
SNHG9,ENSG00000291945
HTR2A,ENSG00000102468
SNORA78,ENSG00000291935
RNF151,ENSG00000291936
,ENSG00000291937
TBL3,ENSG00000291938
HTR2A-AS1,ENSG00000224517
RALY,ENSG00000125970
DIAPH3-AS2,ENSG00000223815
RNY4P28,ENSG00000202151
LINC00434,ENSG00000227336
TARDBPP2,ENSG00000238213
,ENSG00000277549
RNA5SP31,ENSG00000223076
EIF4A1P6,ENSG00000236608
,ENSG00000279657
TDRD3,ENSG00000083544
NOXO1,ENSG00000291939
GFER,ENSG00000291944
,ENSG00000257672
ARHGAP16P,ENSG00000258894
,ENSG00000291940
TRDD2,ENSG00000237235
LINC02277,ENSG00000258487
SYNGR3,ENSG00000291941
,ENSG00000258463
IGHV1OR15-3,ENSG00000271288
,ENSG00000291942
NPW,ENSG00000291946
,ENSG00000258594
IGHV3OR15-7,ENSG00000259490
SNX6,ENSG00000129515
RN7SL219P,ENSG00000291943
ZNF598,ENSG00000292232
,ENSG00000258970
,ENSG00000235592
IGHV1OR15-6,ENSG00000270685
,ENSG00000215567
SRPX,ENSG00000101955
,ENSG00000268531
GRAMD4P6,ENSG00000258848
,ENSG00000279595
IGHD2OR15-2B,ENSG00000282268
RNU6-71P,ENSG00000207203
GRAMD4P5,ENSG00000259089
YWHAH,ENSG00000128245
SPART,ENSG00000133104
,ENSG00000284500
,ENSG00000227519
RN7SL305P,ENSG00000240647
MPHOSPH10P4,ENSG00000258797
,ENSG00000279639
YWHAH-AS1,ENSG00000128254
GOLGA6L6,ENSG00000277322
SERPINE4P,ENSG00000258624
LONRF2P3,ENSG00000258420
,ENSG00000247765
,ENSG00000230203
,ENSG00000281550
IGHD4OR15-4B,ENSG00000270451
ASPHD2,ENSG00000128203
LINC00685,ENSG00000226179
BMS1P16,ENSG00000258684
,ENSG00000283400
GRPR,ENSG00000126010
,ENSG00000280655
SRRD,ENSG00000100104
NF1P2,ENSG00000258997
,ENSG00000283631
TMSB10P2,ENSG00000235211
BEND2,ENSG00000177324
IGHV1OR15-9,ENSG00000188403
,ENSG00000258654
,ENSG00000259690
CFAP61,ENSG00000089101
,ENSG00000259269
TFIP11,ENSG00000100109
FAM3C2P,ENSG00000174028
LINC01456,ENSG00000225882
FTH1P14,ENSG00000185638
RPL35AP37,ENSG00000236929
,ENSG00000286724
RDXP2,ENSG00000223391
CLDN7P1,ENSG00000214031
,ENSG00000286099
TMEM47,ENSG00000147027
,ENSG00000274578
TRAJ53,ENSG00000211837
,ENSG00000266905
RNU6-1118P,ENSG00000288205
,ENSG00000280335
CICP9,ENSG00000288268
KRT8P2,ENSG00000258828
DYM-AS1,ENSG00000264269
,ENSG00000288296
ABCD1P2,ENSG00000288143
UBE2E4P,ENSG00000233247
TRAJ45,ENSG00000211844
,ENSG00000288154
MIR4744,ENSG00000263849
UBTFL11,ENSG00000233007
,ENSG00000265128
PABPC1P12,ENSG00000288223
MDM4P1,ENSG00000225066
SLC9B1P3,ENSG00000288155
IGHD3OR15-3A,ENSG00000282520
,ENSG00000258509
,ENSG00000266696
BAG1P1,ENSG00000232370
,ENSG00000259157
RPL5P32,ENSG00000228992
ACTR3BP5,ENSG00000288338
BRK1P1,ENSG00000219870
,ENSG00000263895
ATP5MC2P2,ENSG00000258401
CHEK2P5,ENSG00000288509
SRSF2P1,ENSG00000236072
,ENSG00000287518
TRAJ52,ENSG00000211838
,ENSG00000288261
PRR13P4,ENSG00000264971
,ENSG00000288426
TRAJ55,ENSG00000250688
SPART-AS1,ENSG00000120664
SEPTIN7P9,ENSG00000288167
PTP4A1P5,ENSG00000235642
,ENSG00000258619
,ENSG00000287171
SEPTIN7P9,ENSG00000290634
RPL17-C18orf32,ENSG00000215472
,ENSG00000258381
,ENSG00000258901
KLHL34,ENSG00000185915
,ENSG00000288310
,ENSG00000290635
ZFYVE19,ENSG00000166140
LINC00645,ENSG00000258548
AKAP17A,ENSG00000197976
PSMC1P13,ENSG00000232314
ATXN8OS,ENSG00000230223
,ENSG00000288100
,ENSG00000257472
GLRX5P3,ENSG00000271424
,ENSG00000287492
STK24,ENSG00000102572
ARHGAP42P5,ENSG00000258233
,ENSG00000258850
TXNDC16,ENSG00000087301
,ENSG00000263916
,ENSG00000265496
,ENSG00000231743
MIR1539,ENSG00000284239
,ENSG00000226694
SNORD58C,ENSG00000202093
SNORD58A,ENSG00000206602
SNORD58B,ENSG00000271982
,ENSG00000287653
SRP72P1,ENSG00000265182
,ENSG00000237500
LINC02837,ENSG00000264464
,ENSG00000233052
LIPG,ENSG00000101670
MIR548J,ENSG00000221760
,ENSG00000286610
HMGB1P10,ENSG00000213707
SMPX,ENSG00000091482
LINC00701,ENSG00000234556
,ENSG00000286326
CRYBB1,ENSG00000100122
LINC00700,ENSG00000234962
,ENSG00000291966
,ENSG00000291967
RPN2,ENSG00000291973
AKR1C3,ENSG00000196139
GHRH,ENSG00000291972
CRYBA4,ENSG00000196431
MANBAL,ENSG00000291969
,ENSG00000291968
SRC,ENSG00000291971
Y_RNA,ENSG00000252412
,ENSG00000287236
RPL7AP14,ENSG00000291970
,ENSG00000235237
MROH8,ENSG00000292233
C1QTNF6,ENSG00000133466
CNKSR2,ENSG00000149970
TRDV3,ENSG00000256590
,ENSG00000259042
PTGDR,ENSG00000168229
DYM,ENSG00000141627
SSTR3,ENSG00000278195
RCBTB2,ENSG00000136161
LINC02286,ENSG00000258098
SNAI1,ENSG00000124216
,ENSG00000226233
,ENSG00000258387
GAPDHP53,ENSG00000234069
TRERNA1,ENSG00000231265
LINC02315,ENSG00000251363
,ENSG00000230437
,ENSG00000278626
,ENSG00000277938
ABCB10P1,ENSG00000274099
LINC02307,ENSG00000258969
,ENSG00000236151
TMPRSS6,ENSG00000187045
ATP10A-DT,ENSG00000259011
LINC00705,ENSG00000225269
LINC01524,ENSG00000234948
KRT8P1,ENSG00000258948
GOLGA8CP,ENSG00000181984
FSCB,ENSG00000189139
,ENSG00000258868
LINC02313,ENSG00000258474
LRFN5-DT,ENSG00000258636
IGHD1OR15-1B,ENSG00000270185
,ENSG00000227912
,ENSG00000259214
,ENSG00000273786
ARL4AP3,ENSG00000228291
PSMC6,ENSG00000100519
TUBAL3,ENSG00000178462
BMF,ENSG00000104081
SRSF10P1,ENSG00000267717
RNU1-46P,ENSG00000207154
MEX3C,ENSG00000176624
,ENSG00000287848
,ENSG00000271251
ADARB2,ENSG00000185736
LINC01929,ENSG00000267013
,ENSG00000235594
RNA5SP459,ENSG00000252437
,ENSG00000275358
,ENSG00000225344
,ENSG00000225563
LINC02895,ENSG00000259380
SLC17A9,ENSG00000101194
,ENSG00000259239
LINC02853,ENSG00000259245
SLC20A1P3,ENSG00000258706
ZNF519P3,ENSG00000258585
,ENSG00000280450
,ENSG00000226990
,ENSG00000236990
LINC00708,ENSG00000232170
OCA2,ENSG00000104044
SLITRK1,ENSG00000178235
LINC02670,ENSG00000224788
ALOX5AP,ENSG00000132965
,ENSG00000234306
LINC00709,ENSG00000230014
LINC02639,ENSG00000230573
CUX2P1,ENSG00000272436
,ENSG00000287120
LINC02656,ENSG00000212743
,ENSG00000286687
,ENSG00000231039
,ENSG00000258803
AKR1C5P,ENSG00000225418
UCN3,ENSG00000178473
LINC00519,ENSG00000258955
IFT88,ENSG00000032742
TRAJ51,ENSG00000248366
TCF4,ENSG00000196628
HMGN2P6,ENSG00000257179
KLF6,ENSG00000067082
,ENSG00000270359
,ENSG00000223593
,ENSG00000258782
RPS3AP46,ENSG00000226132
,ENSG00000258747
,ENSG00000286444
,ENSG00000285608
PPP1R3D,ENSG00000132825
,ENSG00000259072
PFDN4,ENSG00000101132
PSMA3P1,ENSG00000258563
RRAGAP1,ENSG00000259046
LINC03059,ENSG00000258592
PPIAP5,ENSG00000258996
,ENSG00000229672
,ENSG00000271468
,ENSG00000287156
TRAJ57,ENSG00000211834
MAD2L1P1,ENSG00000258445
LINC02322,ENSG00000258556
ATP5F1C,ENSG00000165629
NOVA1-DT,ENSG00000257842
,ENSG00000288086
PSMA7,ENSG00000101182
,ENSG00000288414
RUBCNL,ENSG00000102445
GGTLC4P,ENSG00000230712
GNRHR2P1,ENSG00000259169
RPL31P4,ENSG00000213598
LINC02203,ENSG00000280709
,ENSG00000258854
,ENSG00000258670
,ENSG00000258943
GPR137C,ENSG00000180998
,ENSG00000215464
OR1Q1BP,ENSG00000285491
,ENSG00000284788
ZNF519P2,ENSG00000258799
,ENSG00000281087
,ENSG00000259278
LONRF2P4,ENSG00000258415
OR4H6P,ENSG00000284892
CDH26,ENSG00000124215
SPECC1L,ENSG00000100014
POTEB2,ENSG00000230031
,ENSG00000231922
PCNX4,ENSG00000126773
IGHV1OR15-2,ENSG00000259337
,ENSG00000259731
TMTC4,ENSG00000125247
DPH6,ENSG00000134146
MRPS33P4,ENSG00000234821
MLLT10P1,ENSG00000238151
CHCHD3P1,ENSG00000236420
,ENSG00000228353
MIR4307HG,ENSG00000257612
HSP90AB7P,ENSG00000235838
LINC00703,ENSG00000224382
,ENSG00000224251
,ENSG00000230121
LINC02645,ENSG00000234170
ENTPD6,ENSG00000197586
LINC02662,ENSG00000231326
RPLP0P10,ENSG00000244705
,ENSG00000235281
,ENSG00000274347
OR11J5P,ENSG00000258494
BMF-AS1,ENSG00000259409
LINC00871,ENSG00000258700
C15orf62,ENSG00000188277
,ENSG00000230096
,ENSG00000280881
LINC02676,ENSG00000234752
,ENSG00000259345
,ENSG00000286439
ELOCP3,ENSG00000229919
,ENSG00000241354
,ENSG00000259111
ITIH2,ENSG00000151655
SIX1,ENSG00000126778
SPRED1,ENSG00000166068
,ENSG00000262119
SPECC1L-ADORA2A,ENSG00000258555
,ENSG00000258638
,ENSG00000287481
,ENSG00000258505
,ENSG00000258386
,ENSG00000258758
ADORA2A,ENSG00000128271
,ENSG00000223628
PPP2R5E,ENSG00000154001
,ENSG00000288403
,ENSG00000259639
TWIST2,ENSG00000288335
EPSTI1,ENSG00000133106
,ENSG00000260648
,ENSG00000232394
FMN1,ENSG00000248905
ADORA2A-AS1,ENSG00000178803
UPB1,ENSG00000100024
,ENSG00000288231
,ENSG00000288224
TNFRSF19,ENSG00000127863
,ENSG00000258488
,ENSG00000226861
,ENSG00000236892
NF1P1,ENSG00000270831
LINC02663,ENSG00000228636
,ENSG00000228923
MTND1P37,ENSG00000283456
SNRPD3,ENSG00000100028
,ENSG00000285934
,ENSG00000287175
IGHD3OR15-3B,ENSG00000282089
CCDC3,ENSG00000151468
,ENSG00000243122
GABPB1-IT1,ENSG00000285410
GABRG3,ENSG00000182256
,ENSG00000286070
COL4A2-AS2,ENSG00000224821
COL4A2-AS1,ENSG00000232814
HMGN1P20,ENSG00000239539
RAB20,ENSG00000139832
,ENSG00000285994
,ENSG00000286858
NAXD-AS1,ENSG00000275880
KIN,ENSG00000151657
CARS2,ENSG00000134905
LRRC75B,ENSG00000178026
,ENSG00000259588
,ENSG00000261048
HNRNPA1P71,ENSG00000259686
,ENSG00000284834
,ENSG00000259434
,ENSG00000259743
,ENSG00000259390
NBEAP4,ENSG00000258883
DNAAF4-CCPG1,ENSG00000261771
,ENSG00000284382
ZP2,ENSG00000284588
,ENSG00000259554
GGT1,ENSG00000100031
KRT8P37,ENSG00000213771
,ENSG00000270234
,ENSG00000259584
,ENSG00000287246
,ENSG00000285852
,ENSG00000259188
LINC01516,ENSG00000231422
,ENSG00000244756
LINC02331,ENSG00000235269
,ENSG00000259198
ANKS4B,ENSG00000284290
ACBD7,ENSG00000176244
,ENSG00000258847
,ENSG00000225798
,ENSG00000259688
,ENSG00000283738
,ENSG00000258751
PRTG,ENSG00000166450
,ENSG00000283892
STYX,ENSG00000198252
MTND2P16,ENSG00000230818
,ENSG00000223808
NPIPB5,ENSG00000284218
RPP38,ENSG00000152464
,ENSG00000288373
POLR3E,ENSG00000284282
EEF2K,ENSG00000284161
MOSMO,ENSG00000284487
PDZD9,ENSG00000284316
,ENSG00000233575
LINC01230,ENSG00000281769
,ENSG00000284493
,ENSG00000224836
H3P29,ENSG00000228783
,ENSG00000283826
ITIH5,ENSG00000123243
NPIPB4,ENSG00000283855
,ENSG00000286730
RCL1,ENSG00000120158
LINC03033,ENSG00000232774
,ENSG00000284559
,ENSG00000276473
METTL9,ENSG00000284548
OTC,ENSG00000036473
IGSF6,ENSG00000283934
ZYX,ENSG00000285443
,ENSG00000284330
ATP5F1CP1,ENSG00000224004
NPIPB11,ENSG00000284454
L3HYPDH,ENSG00000126790
RAD51,ENSG00000051180
MIR6892,ENSG00000285487
EPHA1,ENSG00000284816
SYTL5,ENSG00000147041
EPHA1-AS1,ENSG00000285468
TAS2R62P,ENSG00000285054
TAS2R60,ENSG00000285341
TAS2R41,ENSG00000284982
OR2R1P,ENSG00000285299
OR10AC1,ENSG00000285252
,ENSG00000254207
EIF1AXP2,ENSG00000258980
,ENSG00000285052
,ENSG00000275427
PAICSP5,ENSG00000285495
CTAGE15,ENSG00000285172
RNU6-267P,ENSG00000284766
LINC02319,ENSG00000258694
CTAGE6,ENSG00000285123
,ENSG00000271248
,ENSG00000285393
,ENSG00000258535
OR2F2,ENSG00000284965
OR2F1,ENSG00000284866
,ENSG00000281961
CAPZA1P5,ENSG00000285391
C14orf39,ENSG00000179008
,ENSG00000286969
OR2Q1P,ENSG00000284945
SLC16A1P1,ENSG00000285242
,ENSG00000255437
OR6B1,ENSG00000284939
TCAF2,ENSG00000292264
,ENSG00000253280
,ENSG00000280215
,ENSG00000253496
MIR3168,ENSG00000264226
RN7SL597P,ENSG00000244264
,ENSG00000285277
KBTBD6,ENSG00000165572
,ENSG00000293530
CALM2P3,ENSG00000215482
,ENSG00000253262
KBTBD7,ENSG00000120696
,ENSG00000282686
,ENSG00000282692
TCAF2P1,ENSG00000285351
MORF4L1P4,ENSG00000225133
,ENSG00000253166
,ENSG00000293531
,ENSG00000260721
MTRF1,ENSG00000120662
,ENSG00000287740
DLGAP2-AS1,ENSG00000253267
,ENSG00000253125
LINC01283,ENSG00000234191
,ENSG00000255076
,ENSG00000273704
,ENSG00000235071
METTL1P1,ENSG00000176812
RPL23AP54,ENSG00000240486
TMEM97P2,ENSG00000253866
SC4MOP,ENSG00000224339
PLLPP1,ENSG00000237782
HNRNPA1P41,ENSG00000220937
BTF3P3,ENSG00000254272
FTH1P27,ENSG00000234355
MAGEB17-AS1,ENSG00000238178
,ENSG00000278754
PEBP4,ENSG00000134020
,ENSG00000287465
RPS29P33,ENSG00000226470
JKAMPP1,ENSG00000231491
PABPC1P11,ENSG00000228810
,ENSG00000286684
CST9LP2,ENSG00000204658
KIAA2026,ENSG00000183354
RBBP8NL,ENSG00000130701
RPL17P2,ENSG00000242135
RPS15AP40,ENSG00000233921
HMGB1P16,ENSG00000229384
LINC02290,ENSG00000258502
,ENSG00000285899
,ENSG00000236960
,ENSG00000271136
,ENSG00000227537
GAPDHP65,ENSG00000235587
,ENSG00000233571
MRC1,ENSG00000260314
PPP4R3C,ENSG00000224960
PDCL2P1,ENSG00000228610
